mara1;mara2;half1;half2;ten1;ten2
04:16:57;04:29:24;02:12:45;02:17:31;01:15:01;01:24:38
04:16:57;04:29:24;02:12:46;02:15:06;01:15:01;01:24:38
04:16:58;04:22:39;02:12:46;02:17:39;01:15:00;01:24:38
04:16:58;04:26:38;02:12:46;02:18:27;01:15:00;01:24:38
04:16:59;04:23:56;02:12:46;02:19:49;01:15:00;01:24:38
04:17:01;04:26:06;02:12:46;02:19:55;01:15:00;01:24:38
04:17:01;04:26:06;02:12:46;02:20:06;01:15:01;01:24:39
04:17:04;04:24:14;02:12:47;02:16:01;01:15:01;01:24:39
04:17:05;04:28:51;02:12:47;02:17:13;01:15:01;01:24:39
04:17:05;04:28:51;02:12:47;02:17:43;01:15:02;01:24:40
04:17:06;04:22:27;02:12:48;02:17:47;01:15:02;01:24:40
04:17:08;04:23:25;02:12:48;02:20:23;01:15:02;01:24:40
04:17:08;04:23:25;02:12:49;02:16:44;01:15:02;01:24:40
04:17:08;04:24:54;02:12:49;02:17:20;01:15:02;01:24:40
04:17:08;04:24:54;02:12:49;02:18:40;01:15:03;01:24:41
04:17:11;04:22:22;02:12:49;02:21:04;01:15:04;01:24:42
04:17:14;04:23:34;02:12:50;02:14:40;01:15:04;01:24:43
04:17:14;04:25:12;02:12:51;02:13:09;01:15:04;01:24:43
04:17:15;04:26:54;02:12:51;02:16:12;01:15:05;01:24:44
04:17:15;04:26:54;02:12:52;02:13:09;01:15:05;01:24:44
04:17:15;04:27:37;02:12:52;02:15:23;01:15:05;01:24:44
04:17:15;04:27:37;02:12:52;02:16:10;01:15:05;01:24:44
04:17:17;04:26:55;02:12:52;02:18:25;01:15:06;01:24:45
04:17:18;04:21:39;02:12:52;02:19:00;01:15:06;01:24:45
04:17:20;04:27:25;02:12:53;02:14:53;01:15:09;01:24:48
04:17:21;04:22:13;02:12:53;02:17:40;01:15:09;01:24:48
04:17:23;04:20:21;02:12:53;02:17:53;01:15:09;01:24:48
04:17:23;04:20:21;02:12:53;02:20:22;01:15:09;01:24:48
04:17:23;04:22:21;02:12:54;02:20:32;01:15:09;01:24:48
04:17:26;04:28:56;02:12:55;02:15:23;01:15:10;01:24:49
04:17:29;04:28:02;02:12:55;02:16:31;01:15:10;01:24:49
04:17:31;04:19:26;02:12:55;02:19:56;01:15:10;01:24:50
04:17:32;04:25:25;02:12:56;02:15:57;01:15:10;01:24:50
04:17:32;04:28:37;02:12:57;02:14:20;01:15:11;01:24:51
04:17:33;04:20:15;02:12:57;02:14:26;01:15:11;01:24:51
04:17:33;04:25:37;02:12:57;02:14:51;01:15:12;01:24:52
04:17:35;04:27:00;02:12:57;02:15:46;01:15:12;01:24:52
04:17:38;04:25:51;02:12:57;02:18:42;01:15:12;01:24:52
04:17:38;04:25:51;02:12:57;02:20:45;01:15:12;01:24:52
04:17:38;04:27:43;02:12:58;02:14:46;01:15:13;01:24:53
04:17:39;04:25:54;02:12:58;02:19:58;01:15:14;01:24:54
04:17:42;04:24:01;02:12:59;02:16:08;01:15:14;01:24:55
04:17:46;04:24:48;02:12:59;02:18:00;01:15:15;01:24:56
04:17:46;04:24:48;02:12:59;02:19:30;01:15:15;01:24:56
04:17:47;04:22:19;02:13:00;02:17:30;01:15:16;01:24:57
04:17:47;04:22:19;02:13:00;02:17:30;01:15:16;01:24:57
04:17:47;04:25:51;02:13:00;02:18:35;01:15:18;01:24:59
04:17:47;04:26:08;02:13:01;02:13:50;01:15:18;01:24:59
04:17:47;04:26:08;02:13:01;02:15:42;01:15:18;01:24:59
04:17:49;04:28:03;02:13:02;02:17:29;01:15:19;01:25:00
04:17:50;04:23:03;02:13:03;02:15:16;01:15:19;01:25:00
04:17:50;04:24:14;02:13:03;02:16:24;01:15:19;01:25:01
04:17:50;04:25:57;02:13:04;02:16:46;01:15:20;01:25:02
04:17:52;04:28:35;02:13:04;02:17:45;01:15:20;01:25:02
04:17:56;04:24:18;02:13:04;02:21:18;01:15:20;01:25:02
04:17:56;04:26:10;02:13:05;02:14:02;01:15:22;01:25:04
04:17:56;04:26:10;02:13:05;02:14:22;01:15:22;01:25:04
04:17:57;04:23:51;02:13:05;02:14:22;01:15:23;01:25:05
04:17:58;04:26:39;02:13:05;02:14:35;01:15:22;01:25:05
04:17:58;04:27:43;02:13:05;02:15:29;01:15:23;01:25:06
04:17:59;04:26:37;02:13:05;02:20:01;01:15:23;01:25:06
04:18:00;04:23:15;02:13:05;02:21:08;01:15:23;01:25:07
04:18:01;04:24:15;02:13:06;02:14:13;01:15:23;01:25:07
04:18:02;04:23:52;02:13:06;02:15:32;01:15:24;01:25:08
04:18:02;04:25:32;02:13:06;02:20:27;01:15:24;01:25:08
04:18:02;04:28:16;02:13:07;02:18:50;01:15:24;01:25:09
04:18:02;04:28:16;02:13:08;02:15:19;01:15:24;01:25:09
04:18:03;04:27:06;02:13:08;02:15:49;01:15:24;01:25:09
04:18:04;04:26:58;02:13:08;02:16:25;01:15:25;01:25:10
04:18:04;04:27:28;02:13:08;02:17:33;01:15:26;01:25:11
04:18:04;04:30:43;02:13:08;02:21:30;01:15:26;01:25:11
04:18:05;04:22:59;02:13:08;02:22:34;01:15:26;01:25:11
04:18:08;04:28:06;02:13:10;02:16:27;01:15:27;01:25:12
04:18:09;04:28:14;02:13:11;02:14:39;01:15:28;01:25:13
04:18:10;04:22:48;02:13:11;02:15:50;01:15:28;01:25:14
04:18:10;04:29:04;02:13:11;02:15:50;01:15:28;01:25:14
04:18:10;04:30:26;02:13:11;02:17:47;01:15:28;01:25:14
04:18:10;04:30:26;02:13:13;02:13:26;01:15:30;01:25:16
04:18:11;04:25:30;02:13:13;02:17:36;01:15:30;01:25:16
04:18:11;04:25:30;02:13:13;02:18:50;01:15:30;01:25:16
04:18:12;04:30:55;02:13:14;02:16:28;01:15:32;01:25:18
04:18:13;04:26:22;02:13:14;02:17:37;01:15:32;01:25:18
04:18:14;04:27:40;02:13:15;02:16:04;01:15:32;01:25:18
04:18:14;04:27:40;02:13:16;02:17:27;01:15:32;01:25:19
04:18:14;04:30:20;02:13:16;02:20:31;01:15:34;01:25:21
04:18:15;04:26:56;02:13:16;02:21:45;01:15:34;01:25:21
04:18:16;04:24:25;02:13:17;02:18:28;01:15:34;01:25:21
04:18:16;04:27:36;02:13:18;02:18:28;01:15:34;01:25:22
04:18:17;04:25:56;02:13:19;02:17:38;01:15:35;01:25:23
04:18:17;04:25:56;02:13:20;02:20:42;01:15:36;01:25:24
04:18:17;04:30:23;02:13:21;02:15:19;01:15:36;01:25:24
04:18:18;04:25:51;02:13:21;02:15:44;01:15:37;01:25:25
04:18:18;04:25:54;02:13:21;02:16:01;01:15:37;01:25:25
04:18:19;04:25:49;02:13:21;02:17:27;01:15:37;01:25:26
04:18:19;04:25:49;02:13:22;02:14:18;01:15:37;01:25:26
04:18:21;04:18:58;02:13:22;02:21:12;01:15:37;01:25:26
04:18:21;04:26:49;02:13:23;02:15:38;01:15:37;01:25:26
04:18:21;04:26:49;02:13:23;02:15:42;01:15:37;01:25:26
04:18:21;04:30:54;02:13:23;02:17:00;01:15:38;01:25:27
04:18:21;04:31:03;02:13:23;02:18:54;01:15:39;01:25:28
04:18:22;04:27:13;02:13:23;02:23:32;01:15:39;01:25:28
04:18:22;04:27:22;02:13:24;02:16:55;01:15:39;01:25:29
04:18:23;04:24:03;02:13:24;02:18:09;01:15:39;01:25:29
04:18:23;04:26:31;02:13:24;02:18:56;01:15:39;01:25:29
04:18:23;04:26:31;02:13:24;02:19:20;01:15:40;01:25:30
04:18:23;04:28:09;02:13:24;02:20:49;01:15:39;01:25:30
04:18:23;04:28:09;02:13:26;02:15:22;01:15:40;01:25:31
04:18:24;04:27:10;02:13:26;02:18:46;01:15:40;01:25:31
04:18:24;04:27:10;02:13:27;02:19:01;01:15:40;01:25:31
04:18:25;04:24:05;02:13:28;02:15:08;01:15:41;01:25:32
04:18:25;04:24:05;02:13:28;02:18:41;01:15:41;01:25:32
04:18:25;04:24:34;02:13:28;02:19:06;01:15:40;01:25:32
04:18:26;04:24:10;02:13:29;02:13:42;01:15:41;01:25:33
04:18:26;04:26:05;02:13:29;02:17:22;01:15:41;01:25:33
04:18:26;04:26:05;02:13:29;02:18:17;01:15:41;01:25:33
04:18:26;04:27:35;02:13:30;02:15:33;01:15:42;01:25:34
04:18:27;04:26:31;02:13:30;02:15:47;01:15:43;01:25:35
04:18:27;04:26:31;02:13:30;02:20:40;01:15:45;01:25:37
04:18:28;04:26:32;02:13:30;02:20:48;01:15:46;01:25:38
04:18:28;04:26:32;02:13:31;02:13:53;01:15:47;01:25:39
04:18:28;04:26:54;02:13:31;02:16:50;01:15:47;01:25:40
04:18:28;04:26:54;02:13:31;02:17:11;01:15:48;01:25:41
04:18:31;04:25:01;02:13:31;02:21:44;01:15:48;01:25:41
04:18:31;04:26:52;02:13:32;02:14:49;01:15:48;01:25:41
04:18:33;04:26:06;02:13:33;02:15:40;01:15:49;01:25:42
04:18:35;04:22:28;02:13:34;02:15:10;01:15:50;01:25:43
04:18:35;04:26:54;02:13:34;02:18:12;01:15:51;01:25:44
04:18:36;04:29:05;02:13:34;02:18:17;01:15:52;01:25:45
04:18:37;04:22:23;02:13:35;02:14:58;01:15:53;01:25:46
04:18:37;04:31:55;02:13:35;02:17:26;01:15:52;01:25:46
04:18:38;04:31:12;02:13:36;02:16:33;01:15:52;01:25:46
04:18:39;04:19:55;02:13:36;02:16:39;01:15:53;01:25:47
04:18:39;04:19:55;02:13:37;02:17:09;01:15:53;01:25:47
04:18:41;04:22:52;02:13:37;02:25:54;01:15:54;01:25:48
04:18:41;04:22:52;02:13:39;02:18:21;01:15:54;01:25:48
04:18:41;04:25:06;02:13:40;02:17:23;01:15:55;01:25:49
04:18:41;04:25:06;02:13:40;02:19:58;01:15:55;01:25:49
04:18:41;04:31:37;02:13:40;02:20:16;01:15:55;01:25:49
04:18:42;04:25:07;02:13:41;02:14:29;01:15:55;01:25:49
04:18:42;04:25:07;02:13:41;02:14:42;01:15:54;01:25:49
04:18:43;04:29:28;02:13:41;02:14:54;01:15:54;01:25:49
04:18:43;04:29:28;02:13:41;02:16:14;01:15:54;01:25:49
04:18:43;04:30:10;02:13:41;02:18:05;01:15:55;01:25:50
04:18:45;04:28:32;02:13:43;02:13:56;01:15:55;01:25:50
04:18:45;04:31:40;02:13:43;02:18:35;01:15:56;01:25:51
04:18:46;04:24:53;02:13:43;02:19:37;01:15:56;01:25:51
04:18:46;04:26:12;02:13:44;02:14:30;01:15:57;01:25:52
04:18:46;04:27:21;02:13:44;02:17:57;01:15:58;01:25:53
04:18:46;04:27:21;02:13:44;02:18:06;01:15:58;01:25:53
04:18:47;04:25:14;02:13:44;02:18:22;01:15:59;01:25:54
04:18:49;04:22:40;02:13:46;02:18:24;01:15:59;01:25:55
04:18:49;04:22:40;02:13:46;02:18:46;01:15:59;01:25:55
04:18:51;04:27:42;02:13:47;02:17:43;01:15:59;01:25:55
04:18:53;04:26:22;02:13:47;02:19:59;01:15:59;01:25:55
04:18:53;04:26:22;02:13:48;02:17:34;01:16:00;01:25:56
04:18:53;04:28:47;02:13:48;02:19:26;01:16:00;01:25:56
04:18:54;04:27:14;02:13:50;02:15:02;01:16:01;01:25:57
04:18:54;04:31:01;02:13:50;02:21:39;01:16:03;01:25:59
04:18:55;04:25:49;02:13:50;02:22:36;01:16:05;01:26:01
04:18:55;04:25:49;02:13:51;02:14:04;01:16:06;01:26:02
04:18:55;04:25:54;02:13:51;02:14:19;01:16:06;01:26:02
04:18:57;04:22:58;02:13:51;02:17:07;01:16:05;01:26:02
04:18:58;04:20:59;02:13:51;02:19:57;01:16:05;01:26:02
04:18:59;04:27:22;02:13:52;02:15:00;01:16:06;01:26:03
04:19:00;04:24:15;02:13:52;02:19:17;01:16:06;01:26:03
04:19:01;04:24:50;02:13:53;02:17:09;01:16:06;01:26:03
04:19:01;04:24:50;02:13:53;02:20:49;01:16:07;01:26:04
04:19:02;04:29:38;02:13:53;02:21:37;01:16:08;01:26:05
04:19:04;04:28:02;02:13:54;02:16:58;01:16:08;01:26:05
04:19:05;04:27:00;02:13:54;02:20:20;01:16:09;01:26:06
04:19:05;04:28:16;02:13:55;02:16:38;01:16:09;01:26:06
04:19:05;04:28:31;02:13:55;02:17:13;01:16:09;01:26:06
04:19:05;04:28:31;02:13:55;02:17:49;01:16:09;01:26:06
04:19:05;04:28:33;02:13:56;02:18:00;01:16:09;01:26:06
04:19:07;04:22:44;02:13:56;02:19:23;01:16:10;01:26:07
04:19:08;04:20:39;02:13:56;02:21:27;01:16:09;01:26:07
04:19:08;04:20:39;02:13:56;02:21:32;01:16:09;01:26:07
04:19:08;04:22:41;02:13:57;02:17:45;01:16:09;01:26:07
04:19:08;04:32:09;02:13:57;02:18:18;01:16:09;01:26:07
04:19:11;04:25:01;02:13:57;02:21:48;01:16:11;01:26:09
04:19:13;04:28:30;02:13:59;02:16:03;01:16:11;01:26:09
04:19:13;04:30:05;02:13:59;02:17:20;01:16:10;01:26:09
04:19:14;04:28:17;02:13:59;02:21:35;01:16:11;01:26:10
04:19:16;04:25:19;02:13:59;02:21:46;01:16:12;01:26:11
04:19:17;04:28:17;02:14:00;02:15:10;01:16:15;01:26:14
04:19:17;04:31:50;02:14:00;02:21:31;01:16:16;01:26:15
04:19:17;04:31:50;02:14:01;02:18:49;01:16:16;01:26:15
04:19:18;04:21:58;02:14:02;02:15:13;01:16:16;01:26:15
04:19:18;04:28:01;02:14:02;02:17:23;01:16:17;01:26:16
04:19:18;04:28:01;02:14:02;02:20:17;01:16:16;01:26:16
04:19:19;04:28:41;02:14:02;02:21:26;01:16:16;01:26:16
04:19:19;04:31:38;02:14:04;02:16:41;01:16:17;01:26:18
04:19:20;04:22:48;02:14:04;02:19:47;01:16:17;01:26:18
04:19:20;04:25:16;02:14:04;02:19:47;01:16:17;01:26:18
04:19:21;04:27:28;02:14:05;02:16:07;01:16:17;01:26:18
04:19:27;04:26:46;02:14:05;02:20:19;01:16:18;01:26:19
04:19:32;04:25:51;02:14:05;02:20:57;01:16:18;01:26:19
04:19:33;04:25:46;02:14:07;02:17:36;01:16:18;01:26:19
04:19:33;04:28:55;02:14:07;02:18:30;01:16:17;01:26:19
04:19:34;04:25:46;02:14:09;02:15:10;01:16:19;01:26:21
04:19:35;04:25:05;02:14:09;02:15:40;01:16:19;01:26:21
04:19:36;04:28:58;02:14:09;02:15:47;01:16:19;01:26:21
04:19:38;04:21:12;02:14:09;02:16:40;01:16:20;01:26:22
04:19:38;04:28:52;02:14:09;02:16:43;01:16:20;01:26:22
04:19:39;04:26:46;02:14:09;02:16:47;01:16:20;01:26:22
04:19:39;04:26:46;02:14:09;02:18:21;01:16:20;01:26:22
04:19:41;04:25:27;02:14:10;02:16:45;01:16:20;01:26:23
04:19:41;04:32:29;02:14:10;02:19:24;01:16:21;01:26:24
04:19:42;04:24:48;02:14:10;02:20:05;01:16:21;01:26:24
04:19:42;04:26:54;02:14:11;02:20:52;01:16:21;01:26:24
04:19:43;04:26:39;02:14:12;02:15:44;01:16:22;01:26:25
04:19:43;04:26:48;02:14:12;02:16:46;01:16:23;01:26:26
04:19:43;04:31:11;02:14:13;02:15:29;01:16:23;01:26:26
04:19:44;04:31:13;02:14:13;02:17:02;01:16:25;01:26:28
04:19:45;04:26:28;02:14:14;02:21:22;01:16:25;01:26:28
04:19:46;04:27:25;02:14:15;02:18:31;01:16:25;01:26:28
04:19:47;04:25:48;02:14:15;02:18:40;01:16:26;01:26:29
04:19:48;04:23:01;02:14:15;02:20:06;01:16:27;01:26:30
04:19:48;04:28:18;02:14:16;02:14:35;01:16:27;01:26:30
04:19:51;04:30:03;02:14:16;02:17:06;01:16:27;01:26:31
04:19:51;04:30:03;02:14:16;02:18:25;01:16:28;01:26:32
04:19:51;04:30:04;02:14:16;02:19:53;01:16:30;01:26:34
04:19:51;04:30:04;02:14:17;02:17:26;01:16:30;01:26:34
04:19:51;04:30:32;02:14:18;02:20:09;01:16:30;01:26:34
04:19:51;04:30:32;02:14:19;02:16:43;01:16:32;01:26:36
04:19:55;04:26:49;02:14:19;02:17:27;01:16:32;01:26:36
04:19:59;04:26:44;02:14:19;02:18:14;01:16:31;01:26:36
04:19:59;04:30:21;02:14:19;02:20:37;01:16:32;01:26:37
04:20:00;04:23:53;02:14:20;02:14:39;01:16:32;01:26:37
04:20:00;04:26:01;02:14:20;02:16:59;01:16:32;01:26:37
04:20:02;04:26:54;02:14:20;02:17:20;01:16:32;01:26:37
04:20:02;04:33:30;02:14:20;02:19:00;01:16:33;01:26:38
04:20:03;04:29:31;02:14:21;02:14:47;01:16:34;01:26:39
04:20:03;04:29:31;02:14:21;02:16:45;01:16:34;01:26:39
04:20:03;04:32:06;02:14:21;02:16:45;01:16:33;01:26:39
04:20:05;04:25:13;02:14:21;02:17:09;01:16:35;01:26:41
04:20:05;04:30:47;02:14:21;02:21:15;01:16:35;01:26:41
04:20:06;04:26:31;02:14:22;02:20:34;01:16:36;01:26:42
04:20:06;04:26:31;02:14:22;02:21:51;01:16:37;01:26:43
04:20:07;04:28:21;02:14:24;02:15:15;01:16:38;01:26:44
04:20:07;04:28:21;02:14:24;02:17:59;01:16:39;01:26:45
04:20:07;04:29:54;02:14:24;02:18:42;01:16:38;01:26:45
04:20:07;04:29:54;02:14:24;02:19:49;01:16:39;01:26:46
04:20:07;04:29:54;02:14:24;02:21:58;01:16:39;01:26:46
04:20:07;04:29:54;02:14:25;02:18:54;01:16:40;01:26:47
04:20:07;04:30:40;02:14:25;02:19:40;01:16:39;01:26:47
04:20:09;04:28:00;02:14:25;02:20:08;01:16:39;01:26:47
04:20:11;04:31:36;02:14:26;02:16:58;01:16:41;01:26:49
04:20:13;04:28:27;02:14:26;02:18:44;01:16:41;01:26:49
04:20:16;04:27:34;02:14:26;02:19:36;01:16:42;01:26:50
04:20:16;04:29:36;02:14:27;02:17:58;01:16:42;01:26:50
04:20:16;04:29:36;02:14:27;02:18:02;01:16:42;01:26:50
04:20:16;04:30:41;02:14:27;02:19:23;01:16:41;01:26:50
04:20:17;04:29:32;02:14:27;02:20:00;01:16:41;01:26:50
04:20:17;04:32:18;02:14:28;02:20:02;01:16:42;01:26:51
04:20:17;04:32:18;02:14:29;02:16:25;01:16:42;01:26:51
04:20:17;04:33:26;02:14:30;02:15:54;01:16:43;01:26:52
04:20:19;04:29:56;02:14:30;02:16:23;01:16:43;01:26:52
04:20:20;04:29:58;02:14:30;02:17:50;01:16:44;01:26:53
04:20:20;04:29:58;02:14:31;02:21:23;01:16:44;01:26:53
04:20:22;04:23:35;02:14:32;02:16:09;01:16:45;01:26:54
04:20:22;04:26:08;02:14:32;02:16:12;01:16:46;01:26:55
04:20:22;04:27:03;02:14:32;02:16:15;01:16:46;01:26:55
04:20:23;04:31:22;02:14:32;02:20:05;01:16:48;01:26:57
04:20:25;04:27:57;02:14:35;02:15:21;01:16:48;01:26:57
04:20:25;04:33:50;02:14:35;02:15:49;01:16:47;01:26:57
04:20:26;04:29:59;02:14:35;02:17:07;01:16:49;01:26:59
04:20:26;04:33:15;02:14:35;02:19:44;01:16:49;01:26:59
04:20:28;04:28:14;02:14:36;02:15:45;01:16:49;01:26:59
04:20:28;04:31:04;02:14:36;02:16:52;01:16:51;01:27:01
04:20:31;04:32:03;02:14:37;02:18:40;01:16:51;01:27:01
04:20:34;04:25:37;02:14:38;02:16:57;01:16:51;01:27:01
04:20:34;04:28:26;02:14:38;02:17:01;01:16:51;01:27:01
04:20:36;04:30:13;02:14:38;02:20:59;01:16:51;01:27:01
04:20:36;04:33:22;02:14:38;02:21:30;01:16:51;01:27:01
04:20:37;04:32:07;02:14:39;02:15:37;01:16:52;01:27:02
04:20:39;04:27:20;02:14:39;02:21:06;01:16:53;01:27:03
04:20:40;04:25:12;02:14:40;02:20:01;01:16:53;01:27:03
04:20:41;04:30:44;02:14:40;02:20:53;01:16:55;01:27:05
04:20:41;04:31:04;02:14:41;02:20:50;01:16:54;01:27:05
04:20:43;04:27:13;02:14:42;02:17:14;01:16:54;01:27:05
04:20:43;04:29:58;02:14:42;02:17:30;01:16:55;01:27:06
04:20:44;04:31:38;02:14:42;02:18:18;01:16:56;01:27:07
04:20:45;04:26:57;02:14:43;02:17:26;01:16:56;01:27:07
04:20:46;04:28:01;02:14:43;02:17:54;01:16:56;01:27:07
04:20:46;04:28:01;02:14:43;02:22:53;01:16:57;01:27:08
04:20:47;04:27:08;02:14:44;02:17:16;01:16:57;01:27:08
04:20:47;04:27:08;02:14:44;02:17:51;01:16:57;01:27:08
04:20:47;04:28:33;02:14:45;02:17:34;01:16:56;01:27:08
04:20:48;04:25:51;02:14:47;02:17:02;01:16:58;01:27:10
04:20:48;04:27:02;02:14:47;02:20:57;01:16:58;01:27:10
04:20:48;04:30:58;02:14:47;02:21:51;01:16:59;01:27:11
04:20:48;04:30:58;02:14:48;02:17:12;01:17:00;01:27:12
04:20:49;04:28:38;02:14:48;02:22:47;01:17:01;01:27:13
04:20:49;04:31:02;02:14:49;02:17:03;01:17:01;01:27:13
04:20:50;04:25:46;02:14:49;02:19:01;01:17:01;01:27:13
04:20:50;04:28:25;02:14:49;02:21:25;01:17:02;01:27:14
04:20:50;04:33:57;02:14:49;02:22:48;01:17:02;01:27:14
04:20:51;04:25:40;02:14:50;02:17:44;01:17:03;01:27:15
04:20:51;04:25:40;02:14:50;02:17:51;01:17:03;01:27:15
04:20:51;04:33:05;02:14:50;02:20:07;01:17:02;01:27:15
04:20:52;04:30:10;02:14:51;02:19:12;01:17:02;01:27:15
04:20:57;04:28:04;02:14:51;02:21:58;01:17:03;01:27:16
04:20:57;04:28:04;02:14:52;02:25:59;01:17:03;01:27:16
04:20:58;04:29:22;02:14:54;02:17:32;01:17:03;01:27:16
04:20:59;04:26:04;02:14:54;02:17:50;01:17:03;01:27:16
04:20:59;04:29:48;02:14:54;02:23:21;01:17:04;01:27:17
04:20:59;04:31:31;02:14:55;02:17:16;01:17:04;01:27:17
04:21:01;04:27:47;02:14:55;02:18:16;01:17:04;01:27:18
04:21:02;04:28:12;02:14:56;02:17:31;01:17:05;01:27:19
04:21:02;04:28:38;02:14:56;02:19:07;01:17:05;01:27:19
04:21:06;04:30:04;02:14:56;02:20:53;01:17:07;01:27:21
04:21:07;04:33:20;02:14:56;02:20:58;01:17:07;01:27:21
04:21:08;04:24:43;02:14:57;02:18:55;01:17:07;01:27:21
04:21:08;04:26:13;02:14:57;02:20:13;01:17:08;01:27:22
04:21:10;04:27:04;02:14:58;02:17:23;01:17:10;01:27:24
04:21:12;04:26:36;02:14:58;02:17:30;01:17:10;01:27:24
04:21:12;04:27:16;02:14:58;02:18:55;01:17:11;01:27:25
04:21:13;04:24:19;02:14:59;02:17:46;01:17:11;01:27:26
04:21:13;04:24:19;02:14:59;02:18:33;01:17:11;01:27:26
04:21:13;04:29:56;02:14:59;02:19:34;01:17:12;01:27:27
04:21:13;04:29:56;02:14:59;02:20:54;01:17:12;01:27:27
04:21:16;04:33:21;02:15:00;02:19:08;01:17:13;01:27:28
04:21:18;04:26:48;02:15:00;02:20:36;01:17:14;01:27:29
04:21:18;04:28:43;02:15:01;02:16:42;01:17:14;01:27:29
04:21:18;04:30:20;02:15:01;02:17:11;01:17:13;01:27:29
04:21:22;04:28:32;02:15:01;02:18:44;01:17:15;01:27:31
04:21:23;04:24:57;02:15:01;02:19:48;01:17:15;01:27:31
04:21:23;04:27:15;02:15:02;02:19:23;01:17:14;01:27:31
04:21:23;04:30:16;02:15:02;02:20:37;01:17:15;01:27:32
04:21:23;04:30:16;02:15:02;02:20:46;01:17:16;01:27:33
04:21:25;04:28:35;02:15:02;02:23:25;01:17:16;01:27:33
04:21:25;04:28:57;02:15:03;02:16:33;01:17:17;01:27:34
04:21:28;04:25:21;02:15:03;02:17:41;01:17:19;01:27:36
04:21:28;04:25:21;02:15:03;02:18:38;01:17:18;01:27:36
04:21:28;04:30:20;02:15:03;02:18:59;01:17:19;01:27:37
04:21:29;04:28:14;02:15:05;02:21:00;01:17:20;01:27:38
04:21:30;04:34:56;02:15:05;02:23:30;01:17:21;01:27:39
04:21:31;04:31:51;02:15:06;02:17:37;01:17:21;01:27:39
04:21:34;04:29:10;02:15:06;02:19:52;01:17:21;01:27:39
04:21:34;04:29:10;02:15:06;02:20:46;01:17:21;01:27:39
04:21:37;04:30:39;02:15:07;02:20:21;01:17:22;01:27:40
04:21:37;04:30:39;02:15:07;02:20:45;01:17:22;01:27:41
04:21:37;04:30:54;02:15:07;02:22:18;01:17:22;01:27:41
04:21:38;04:29:51;02:15:08;02:18:02;01:17:23;01:27:42
04:21:38;04:29:51;02:15:09;02:15:15;01:17:23;01:27:42
04:21:40;04:31:10;02:15:09;02:22:49;01:17:24;01:27:43
04:21:42;04:28:17;02:15:10;02:17:40;01:17:26;01:27:45
04:21:42;04:29:28;02:15:10;02:17:52;01:17:25;01:27:45
04:21:43;04:34:52;02:15:10;02:18:08;01:17:25;01:27:45
04:21:43;04:34:52;02:15:10;02:19:38;01:17:26;01:27:46
04:21:43;04:35:07;02:15:11;02:18:27;01:17:27;01:27:47
04:21:45;04:35:08;02:15:11;02:19:35;01:17:27;01:27:47
04:21:47;04:26:09;02:15:11;02:20:17;01:17:28;01:27:48
04:21:47;04:35:16;02:15:12;02:17:42;01:17:29;01:27:49
04:21:49;04:32:34;02:15:12;02:18:22;01:17:29;01:27:49
04:21:50;04:28:23;02:15:13;02:15:42;01:17:29;01:27:49
04:21:50;04:28:23;02:15:13;02:19:16;01:17:28;01:27:49
04:21:50;04:29:16;02:15:13;02:21:39;01:17:29;01:27:50
04:21:52;04:26:57;02:15:13;02:22:03;01:17:29;01:27:50
04:21:53;04:29:05;02:15:13;02:22:14;01:17:29;01:27:50
04:21:53;04:29:05;02:15:17;02:17:17;01:17:30;01:27:51
04:21:53;04:31:33;02:15:17;02:18:32;01:17:31;01:27:52
04:21:54;04:28:40;02:15:17;02:22:06;01:17:31;01:27:52
04:21:55;04:25:20;02:15:18;02:18:32;01:17:31;01:27:52
04:21:55;04:25:20;02:15:18;02:21:49;01:17:31;01:27:52
04:21:55;04:32:40;02:15:18;02:22:02;01:17:32;01:27:53
04:21:55;04:34:29;02:15:19;02:17:08;01:17:32;01:27:53
04:21:55;04:35:18;02:15:19;02:18:22;01:17:31;01:27:53
04:21:55;04:35:18;02:15:19;02:19:48;01:17:34;01:27:56
04:21:56;04:30:32;02:15:19;02:21:56;01:17:34;01:27:56
04:21:56;04:30:54;02:15:20;02:17:04;01:17:35;01:27:57
04:21:57;04:34:18;02:15:20;02:21:37;01:17:35;01:27:57
04:21:58;04:28:44;02:15:21;02:22:51;01:17:35;01:27:57
04:21:58;04:28:44;02:15:22;02:19:18;01:17:36;01:27:58
04:21:59;04:29:45;02:15:23;02:18:05;01:17:36;01:27:58
04:22:01;04:32:08;02:15:23;02:20:04;01:17:38;01:28:00
04:22:01;04:33:27;02:15:23;02:23:50;01:17:39;01:28:01
04:22:03;04:29:30;02:15:24;02:15:34;01:17:39;01:28:01
04:22:04;04:28:13;02:15:24;02:17:12;01:17:40;01:28:02
04:22:04;04:32:19;02:15:24;02:17:35;01:17:39;01:28:02
04:22:05;04:35:21;02:15:24;02:20:36;01:17:39;01:28:02
04:22:06;04:28:27;02:15:24;02:21:57;01:17:40;01:28:03
04:22:06;04:28:27;02:15:26;02:18:10;01:17:40;01:28:03
04:22:08;04:31:04;02:15:26;02:18:10;01:17:42;01:28:05
04:22:09;04:30:38;02:15:27;02:19:52;01:17:42;01:28:05
04:22:12;04:34:21;02:15:27;02:20:28;01:17:42;01:28:05
04:22:13;04:29:26;02:15:27;02:21:42;01:17:42;01:28:05
