mara1;mara2;half1;half2;ten1;ten2
03:27:09;03:37:06;01:46:51;01:48:56;00:56:34;00:58:58
03:27:10;03:30:33;01:46:52;01:52:34;00:56:35;00:58:59
03:27:10;03:34:18;01:46:52;01:52:50;00:56:35;00:58:59
03:27:10;03:37:51;01:46:52;01:52:50;00:56:35;00:58:59
03:27:11;03:28:10;01:46:53;01:48:05;00:56:36;00:59:00
03:27:11;03:28:50;01:46:53;01:50:31;00:56:36;00:59:00
03:27:11;03:29:28;01:46:54;01:49:41;00:56:35;00:59:00
03:27:11;03:29:28;01:46:54;01:50:26;00:56:35;00:59:00
03:27:11;03:29:49;01:46:55;01:47:16;00:56:36;00:59:01
03:27:11;03:30:19;01:46:55;01:48:45;00:56:36;00:59:01
03:27:11;03:30:19;01:46:55;01:49:18;00:56:36;00:59:01
03:27:11;03:30:22;01:46:55;01:51:14;00:56:36;00:59:01
03:27:11;03:30:22;01:46:55;01:51:19;00:56:36;00:59:01
03:27:11;03:31:24;01:46:57;01:46:59;00:56:37;00:59:02
03:27:11;03:31:28;01:46:57;01:47:05;00:56:37;00:59:02
03:27:12;03:30:48;01:46:57;01:47:39;00:56:37;00:59:02
03:27:12;03:30:48;01:46:57;01:54:48;00:56:38;00:59:03
03:27:12;03:31:13;01:46:58;01:47:56;00:56:38;00:59:03
03:27:12;03:31:36;01:46:58;01:48:32;00:56:38;00:59:03
03:27:12;03:31:36;01:46:58;01:50:56;00:56:38;00:59:03
03:27:14;03:29:08;01:46:58;01:51:04;00:56:37;00:59:03
03:27:14;03:35:54;01:46:58;01:51:53;00:56:38;00:59:04
03:27:15;03:30:38;01:46:59;01:47:23;00:56:38;00:59:04
03:27:15;03:30:38;01:46:59;01:47:44;00:56:39;00:59:05
03:27:15;03:31:20;01:46:59;01:50:03;00:56:39;00:59:05
03:27:16;03:31:03;01:46:59;01:53:18;00:56:39;00:59:05
03:27:18;03:29:22;01:46:59;01:54:52;00:56:39;00:59:05
03:27:18;03:30:52;01:47:00;01:49:20;00:56:40;00:59:06
03:27:18;03:36:49;01:47:00;01:53:19;00:56:40;00:59:06
03:27:20;03:28:52;01:47:00;01:53:55;00:56:40;00:59:06
03:27:20;03:28:52;01:47:01;01:47:44;00:56:40;00:59:06
03:27:20;03:34:15;01:47:01;01:48:14;00:56:40;00:59:06
03:27:21;03:29:58;01:47:01;01:48:29;00:56:41;00:59:08
03:27:21;03:32:00;01:47:01;01:51:57;00:56:42;00:59:09
03:27:21;03:34:59;01:47:03;01:49:01;00:56:43;00:59:10
03:27:22;03:31:16;01:47:03;01:49:23;00:56:43;00:59:10
03:27:23;03:33:00;01:47:03;01:52:32;00:56:43;00:59:10
03:27:23;03:33:16;01:47:04;01:47:52;00:56:43;00:59:10
03:27:24;03:31:57;01:47:04;01:51:25;00:56:43;00:59:10
03:27:24;03:31:57;01:47:04;01:52:29;00:56:43;00:59:10
03:27:24;03:33:03;01:47:05;01:49:18;00:56:43;00:59:10
03:27:24;03:33:03;01:47:05;01:50:38;00:56:43;00:59:10
03:27:25;03:29:23;01:47:05;01:52:59;00:56:44;00:59:11
03:27:25;03:31:42;01:47:06;01:47:49;00:56:44;00:59:11
03:27:25;03:34:36;01:47:06;01:51:43;00:56:44;00:59:11
03:27:25;03:34:36;01:47:06;01:52:26;00:56:43;00:59:11
03:27:27;03:31:29;01:47:06;01:53:20;00:56:44;00:59:12
03:27:27;03:33:06;01:47:07;01:51:18;00:56:45;00:59:13
03:27:28;03:31:35;01:47:08;01:49:13;00:56:45;00:59:13
03:27:30;03:34:36;01:47:08;01:49:22;00:56:45;00:59:13
03:27:30;03:34:36;01:47:08;01:49:22;00:56:45;00:59:13
03:27:31;03:31:33;01:47:09;01:51:42;00:56:46;00:59:14
03:27:32;03:30:16;01:47:09;01:52:29;00:56:46;00:59:14
03:27:32;03:38:37;01:47:09;01:53:23;00:56:46;00:59:14
03:27:34;03:28:10;01:47:10;01:48:55;00:56:46;00:59:14
03:27:34;03:37:25;01:47:10;01:52:02;00:56:47;00:59:15
03:27:35;03:30:08;01:47:11;01:47:59;00:56:47;00:59:15
03:27:35;03:30:08;01:47:11;01:50:18;00:56:47;00:59:15
03:27:36;03:30:20;01:47:11;01:54:38;00:56:48;00:59:16
03:27:37;03:29:00;01:47:12;01:48:14;00:56:48;00:59:16
03:27:37;03:29:00;01:47:12;01:51:01;00:56:48;00:59:17
03:27:38;03:31:27;01:47:12;01:53:02;00:56:48;00:59:17
03:27:39;03:30:28;01:47:12;01:55:26;00:56:48;00:59:17
03:27:40;03:30:42;01:47:13;01:47:38;00:56:49;00:59:18
03:27:41;03:28:44;01:47:13;01:48:39;00:56:49;00:59:18
03:27:41;03:28:44;01:47:15;01:47:36;00:56:49;00:59:18
03:27:42;03:34:08;01:47:15;01:50:06;00:56:49;00:59:18
03:27:43;03:32:08;01:47:15;01:52:17;00:56:49;00:59:18
03:27:43;03:32:08;01:47:15;01:52:48;00:56:49;00:59:18
03:27:43;03:32:25;01:47:16;01:47:50;00:56:50;00:59:19
03:27:43;03:32:25;01:47:16;01:48:26;00:56:49;00:59:19
03:27:43;03:32:42;01:47:16;01:49:44;00:56:49;00:59:19
03:27:44;03:30:13;01:47:16;01:49:52;00:56:49;00:59:19
03:27:45;03:30:36;01:47:17;01:48:12;00:56:49;00:59:19
03:27:45;03:30:36;01:47:17;01:52:24;00:56:49;00:59:19
03:27:47;03:30:58;01:47:17;01:52:30;00:56:49;00:59:19
03:27:47;03:31:10;01:47:17;01:55:40;00:56:49;00:59:19
03:27:47;03:31:10;01:47:18;01:47:49;00:56:49;00:59:19
03:27:47;03:31:19;01:47:18;01:48:14;00:56:50;00:59:20
03:27:48;03:31:45;01:47:18;01:48:20;00:56:51;00:59:21
03:27:48;03:32:12;01:47:18;01:54:53;00:56:52;00:59:22
03:27:48;03:32:27;01:47:19;01:47:59;00:56:52;00:59:22
03:27:49;03:28:25;01:47:19;01:48:34;00:56:52;00:59:22
03:27:49;03:28:25;01:47:19;01:48:58;00:56:51;00:59:22
03:27:49;03:31:38;01:47:21;01:48:42;00:56:51;00:59:22
03:27:49;03:31:38;01:47:21;01:53:05;00:56:51;00:59:22
03:27:49;03:32:14;01:47:22;01:48:13;00:56:51;00:59:22
03:27:49;03:32:14;01:47:22;01:49:16;00:56:51;00:59:22
03:27:49;03:34:31;01:47:22;01:50:12;00:56:51;00:59:22
03:27:50;03:37:32;01:47:22;01:56:39;00:56:52;00:59:23
03:27:51;03:31:14;01:47:23;01:54:48;00:56:52;00:59:23
03:27:51;03:31:14;01:47:24;01:47:39;00:56:52;00:59:23
03:27:52;03:30:15;01:47:24;01:48:01;00:56:53;00:59:24
03:27:53;03:31:30;01:47:25;01:47:54;00:56:53;00:59:24
03:27:53;03:32:47;01:47:25;01:48:02;00:56:53;00:59:24
03:27:53;03:39:16;01:47:25;01:48:35;00:56:53;00:59:24
03:27:54;03:32:27;01:47:25;01:48:48;00:56:54;00:59:25
03:27:55;03:29:55;01:47:25;01:51:01;00:56:54;00:59:25
03:27:56;03:32:03;01:47:26;01:47:45;00:56:53;00:59:25
03:27:56;03:38:51;01:47:26;01:48:50;00:56:53;00:59:25
03:27:57;03:32:09;01:47:26;01:54:06;00:56:54;00:59:26
03:27:57;03:32:09;01:47:27;01:47:42;00:56:54;00:59:26
03:27:57;03:32:25;01:47:27;01:58:08;00:56:54;00:59:26
03:27:58;03:32:26;01:47:28;01:48:35;00:56:55;00:59:27
03:27:59;03:31:57;01:47:28;01:48:38;00:56:55;00:59:27
03:28:00;03:32:36;01:47:28;01:50:09;00:56:55;00:59:27
03:28:01;03:29:48;01:47:29;01:48:30;00:56:55;00:59:27
03:28:01;03:31:46;01:47:29;01:49:46;00:56:55;00:59:27
03:28:02;03:31:51;01:47:29;01:50:27;00:56:55;00:59:27
03:28:02;03:31:51;01:47:29;01:51:48;00:56:55;00:59:27
03:28:03;03:31:30;01:47:30;01:48:57;00:56:55;00:59:27
03:28:04;03:30:14;01:47:30;01:49:04;00:56:56;00:59:28
03:28:04;03:33:52;01:47:30;01:49:27;00:56:56;00:59:28
03:28:04;03:33:52;01:47:30;01:52:00;00:56:56;00:59:28
03:28:05;03:36:45;01:47:30;01:52:04;00:56:55;00:59:28
03:28:06;03:31:20;01:47:31;01:48:02;00:56:55;00:59:28
03:28:07;03:32:46;01:47:31;01:48:16;00:56:55;00:59:28
03:28:07;03:33:48;01:47:31;01:48:30;00:56:55;00:59:28
03:28:09;03:28:54;01:47:32;01:48:18;00:56:55;00:59:28
03:28:09;03:32:33;01:47:32;01:49:17;00:56:55;00:59:28
03:28:09;03:32:33;01:47:33;01:53:01;00:56:56;00:59:29
03:28:10;03:30:33;01:47:33;01:53:28;00:56:56;00:59:29
03:28:10;03:31:01;01:47:33;01:53:30;00:56:57;00:59:30
03:28:10;03:31:01;01:47:34;01:48:39;00:56:56;00:59:30
03:28:11;03:29:14;01:47:34;01:49:14;00:56:57;00:59:31
03:28:11;03:29:14;01:47:34;01:49:34;00:56:57;00:59:31
03:28:11;03:31:04;01:47:34;01:50:24;00:56:57;00:59:31
03:28:12;03:30:51;01:47:34;01:50:30;00:56:58;00:59:32
03:28:12;03:30:58;01:47:34;01:50:52;00:56:58;00:59:32
03:28:12;03:34:00;01:47:34;01:52:05;00:56:58;00:59:32
03:28:13;03:40:12;01:47:35;01:47:48;00:56:58;00:59:32
03:28:14;03:32:24;01:47:36;01:47:42;00:56:58;00:59:32
03:28:15;03:29:42;01:47:36;01:48:11;00:56:58;00:59:32
03:28:15;03:29:42;01:47:36;01:52:32;00:56:58;00:59:33
03:28:16;03:32:03;01:47:36;01:54:16;00:56:58;00:59:33
03:28:16;03:32:28;01:47:37;01:48:57;00:56:58;00:59:33
03:28:16;03:32:28;01:47:37;01:49:08;00:56:58;00:59:33
03:28:18;03:37:25;01:47:37;01:49:40;00:56:58;00:59:33
03:28:19;03:31:00;01:47:38;01:50:00;00:56:59;00:59:34
03:28:19;03:31:03;01:47:39;01:56:09;00:57:00;00:59:35
03:28:19;03:32:23;01:47:41;01:48:38;00:57:00;00:59:35
03:28:19;03:40:10;01:47:41;01:49:07;00:57:00;00:59:35
03:28:20;03:37:00;01:47:41;01:51:38;00:57:01;00:59:36
03:28:21;03:31:50;01:47:41;01:54:10;00:57:00;00:59:36
03:28:21;03:31:50;01:47:42;01:48:57;00:57:00;00:59:36
03:28:22;03:31:15;01:47:42;01:50:24;00:57:00;00:59:36
03:28:22;03:31:51;01:47:42;01:53:00;00:57:01;00:59:37
03:28:22;03:31:51;01:47:43;01:48:09;00:57:01;00:59:37
03:28:23;03:30:29;01:47:43;01:48:44;00:57:01;00:59:37
03:28:23;03:31:07;01:47:44;01:51:23;00:57:01;00:59:37
03:28:23;03:38:25;01:47:44;01:52:16;00:57:01;00:59:37
03:28:24;03:31:33;01:47:45;01:48:52;00:57:02;00:59:38
03:28:26;03:29:56;01:47:45;01:49:46;00:57:02;00:59:38
03:28:26;03:31:30;01:47:46;01:48:03;00:57:02;00:59:38
03:28:26;03:34:54;01:47:46;01:48:51;00:57:01;00:59:38
03:28:27;03:29:52;01:47:46;01:52:04;00:57:01;00:59:38
03:28:27;03:30:41;01:47:46;01:55:23;00:57:02;00:59:39
03:28:27;03:31:12;01:47:47;01:48:29;00:57:02;00:59:39
03:28:27;03:34:59;01:47:47;01:49:29;00:57:02;00:59:39
03:28:27;03:34:59;01:47:47;01:50:52;00:57:03;00:59:40
03:28:28;03:32:47;01:47:47;01:51:26;00:57:03;00:59:40
03:28:28;03:33:53;01:47:49;01:49:07;00:57:03;00:59:40
03:28:29;03:31:02;01:47:49;01:49:32;00:57:03;00:59:40
03:28:29;03:31:02;01:47:49;01:53:17;00:57:04;00:59:41
03:28:29;03:35:54;01:47:50;01:49:26;00:57:04;00:59:41
03:28:31;03:31:45;01:47:50;01:54:01;00:57:04;00:59:41
03:28:31;03:32:20;01:47:50;01:54:32;00:57:03;00:59:41
03:28:31;03:32:20;01:47:51;01:49:50;00:57:03;00:59:41
03:28:33;03:31:18;01:47:52;01:48:15;00:57:04;00:59:42
03:28:34;03:30:02;01:47:52;01:50:21;00:57:04;00:59:42
03:28:34;03:32:23;01:47:52;02:00:55;00:57:04;00:59:42
03:28:34;03:35:27;01:47:53;01:50:06;00:57:05;00:59:43
03:28:35;03:31:30;01:47:53;01:52:08;00:57:05;00:59:43
03:28:35;03:41:29;01:47:54;01:48:34;00:57:06;00:59:44
03:28:36;03:33:12;01:47:54;01:49:11;00:57:06;00:59:44
03:28:36;03:35:02;01:47:56;01:49:11;00:57:06;00:59:44
03:28:37;03:33:36;01:47:56;01:49:23;00:57:06;00:59:44
03:28:38;03:31:59;01:47:56;01:49:30;00:57:05;00:59:44
03:28:38;03:32:57;01:47:56;01:50:13;00:57:06;00:59:45
03:28:39;03:29:35;01:47:56;01:53:21;00:57:07;00:59:46
03:28:39;03:32:41;01:47:57;01:49:12;00:57:07;00:59:46
03:28:39;03:32:58;01:47:58;01:50:09;00:57:07;00:59:46
03:28:39;03:34:46;01:47:58;01:51:04;00:57:07;00:59:46
03:28:39;03:36:22;01:47:58;01:52:06;00:57:07;00:59:46
03:28:40;03:30:13;01:47:59;01:50:44;00:57:08;00:59:47
03:28:40;03:30:13;01:47:59;01:51:08;00:57:08;00:59:47
03:28:41;03:41:55;01:48:00;01:48:18;00:57:08;00:59:47
03:28:42;03:32:01;01:48:00;01:48:56;00:57:08;00:59:47
03:28:42;03:36:37;01:48:00;01:48:57;00:57:09;00:59:48
03:28:44;03:33:25;01:48:00;01:48:59;00:57:08;00:59:48
03:28:44;03:33:25;01:48:00;01:50:54;00:57:08;00:59:48
03:28:45;03:30:52;01:48:00;01:51:24;00:57:08;00:59:48
03:28:45;03:30:52;01:48:01;01:50:17;00:57:09;00:59:49
03:28:46;03:30:30;01:48:01;01:50:24;00:57:09;00:59:49
03:28:46;03:30:50;01:48:01;01:50:35;00:57:09;00:59:49
03:28:48;03:32:45;01:48:01;01:52:22;00:57:11;00:59:51
03:28:48;03:32:45;01:48:02;01:48:45;00:57:10;00:59:51
03:28:48;03:40:02;01:48:03;01:48:30;00:57:10;00:59:51
03:28:49;03:30:48;01:48:03;01:49:22;00:57:11;00:59:52
03:28:49;03:30:48;01:48:03;01:49:40;00:57:11;00:59:52
03:28:50;03:32:18;01:48:03;01:52:40;00:57:11;00:59:52
03:28:53;03:31:31;01:48:03;01:53:03;00:57:12;00:59:53
03:28:54;03:32:17;01:48:04;01:48:40;00:57:12;00:59:53
03:28:54;03:35:22;01:48:04;01:48:56;00:57:12;00:59:53
03:28:54;03:37:03;01:48:04;01:50:17;00:57:12;00:59:53
03:28:56;03:33:57;01:48:05;01:50:11;00:57:13;00:59:54
03:28:59;03:31:06;01:48:06;01:48:33;00:57:13;00:59:54
03:28:59;03:31:06;01:48:06;01:49:05;00:57:12;00:59:54
03:28:59;03:33:14;01:48:06;01:49:45;00:57:12;00:59:54
03:28:59;03:33:14;01:48:06;01:49:52;00:57:12;00:59:54
03:29:00;03:31:14;01:48:06;01:49:53;00:57:12;00:59:54
03:29:00;03:31:14;01:48:06;01:50:26;00:57:14;00:59:56
03:29:00;03:32:29;01:48:06;01:53:37;00:57:14;00:59:56
03:29:00;03:32:29;01:48:06;01:53:46;00:57:15;00:59:57
03:29:01;03:30:29;01:48:07;01:48:44;00:57:15;00:59:57
03:29:03;03:40:58;01:48:07;01:50:08;00:57:15;00:59:57
03:29:04;03:30:43;01:48:07;01:50:33;00:57:15;00:59:57
03:29:07;03:34:23;01:48:08;01:48:49;00:57:15;00:59:58
03:29:07;03:34:23;01:48:08;01:49:12;00:57:15;00:59:58
03:29:08;03:34:07;01:48:08;01:49:16;00:57:16;00:59:59
03:29:08;03:37:40;01:48:08;01:55:18;00:57:16;00:59:59
03:29:08;03:37:48;01:48:09;01:48:47;00:57:17;01:00:00
03:29:09;03:31:34;01:48:09;01:49:49;00:57:17;01:00:00
03:29:09;03:33:07;01:48:09;01:50:03;00:57:17;01:00:00
03:29:09;03:35:19;01:48:10;01:48:29;00:57:17;01:00:00
03:29:10;03:31:38;01:48:10;01:49:18;00:57:18;01:00:01
03:29:10;03:32:44;01:48:10;01:49:30;00:57:18;01:00:01
03:29:10;03:35:08;01:48:11;01:48:57;00:57:18;01:00:01
03:29:10;03:35:08;01:48:11;01:50:01;00:57:19;01:00:02
03:29:11;03:31:25;01:48:11;01:50:11;00:57:19;01:00:02
03:29:11;03:31:25;01:48:11;01:50:47;00:57:19;01:00:02
03:29:11;03:31:44;01:48:11;01:51:25;00:57:20;01:00:03
03:29:12;03:33:07;01:48:11;01:52:51;00:57:20;01:00:03
03:29:12;03:33:07;01:48:12;01:50:28;00:57:19;01:00:03
03:29:13;03:29:58;01:48:13;01:48:31;00:57:19;01:00:03
03:29:14;03:33:08;01:48:13;01:49:19;00:57:19;01:00:03
03:29:14;03:37:07;01:48:13;01:50:13;00:57:20;01:00:04
03:29:15;03:33:46;01:48:14;01:48:55;00:57:20;01:00:04
03:29:15;03:40:27;01:48:14;01:49:01;00:57:20;01:00:04
03:29:16;03:32:16;01:48:14;01:49:26;00:57:20;01:00:04
03:29:17;03:29:43;01:48:14;01:50:59;00:57:21;01:00:05
03:29:17;03:32:46;01:48:14;01:53:14;00:57:21;01:00:05
03:29:19;03:32:30;01:48:14;01:53:38;00:57:21;01:00:05
03:29:20;03:31:51;01:48:15;01:48:57;00:57:22;01:00:06
03:29:21;03:33:46;01:48:15;01:50:23;00:57:22;01:00:06
03:29:22;03:31:26;01:48:15;01:59:12;00:57:21;01:00:06
03:29:25;03:32:48;01:48:15;02:00:11;00:57:21;01:00:06
03:29:28;03:34:54;01:48:16;01:49:23;00:57:21;01:00:06
03:29:30;03:38:53;01:48:16;01:49:28;00:57:21;01:00:06
03:29:31;03:32:49;01:48:16;01:49:35;00:57:21;01:00:06
03:29:31;03:32:49;01:48:16;01:52:13;00:57:22;01:00:07
03:29:31;03:33:11;01:48:16;01:52:57;00:57:22;01:00:07
03:29:32;03:33:13;01:48:17;01:49:14;00:57:22;01:00:07
03:29:32;03:33:23;01:48:17;01:49:39;00:57:22;01:00:07
03:29:32;03:33:23;01:48:17;01:53:51;00:57:22;01:00:07
03:29:32;03:41:34;01:48:18;01:48:58;00:57:23;01:00:08
03:29:32;03:41:34;01:48:18;01:49:34;00:57:23;01:00:08
03:29:33;03:29:35;01:48:18;01:52:14;00:57:23;01:00:08
03:29:33;03:31:50;01:48:19;01:49:07;00:57:23;01:00:08
03:29:33;03:31:50;01:48:19;01:54:12;00:57:23;01:00:09
03:29:33;03:36:47;01:48:19;01:54:54;00:57:24;01:00:10
03:29:33;03:36:47;01:48:19;01:59:55;00:57:24;01:00:10
03:29:35;03:32:37;01:48:20;01:50:55;00:57:24;01:00:10
03:29:36;03:33:40;01:48:21;01:49:06;00:57:24;01:00:10
03:29:36;03:33:40;01:48:21;01:49:14;00:57:25;01:00:11
03:29:37;03:37:22;01:48:21;01:51:06;00:57:26;01:00:12
03:29:37;03:39:27;01:48:21;01:54:02;00:57:26;01:00:12
03:29:37;03:41:53;01:48:22;01:49:00;00:57:26;01:00:12
03:29:38;03:32:11;01:48:22;01:49:33;00:57:27;01:00:13
03:29:38;03:35:15;01:48:22;01:49:46;00:57:28;01:00:14
03:29:39;03:32:18;01:48:22;01:58:48;00:57:28;01:00:14
03:29:40;03:32:03;01:48:23;01:48:44;00:57:28;01:00:14
03:29:40;03:33:47;01:48:23;01:49:04;00:57:28;01:00:14
03:29:40;03:33:47;01:48:23;01:49:42;00:57:28;01:00:14
03:29:40;03:34:08;01:48:23;01:51:38;00:57:28;01:00:14
03:29:40;03:34:08;01:48:23;01:54:58;00:57:28;01:00:15
03:29:40;03:36:40;01:48:23;01:55:00;00:57:28;01:00:15
03:29:40;03:36:40;01:48:24;01:49:34;00:57:28;01:00:15
03:29:42;03:36:48;01:48:24;01:52:01;00:57:28;01:00:15
03:29:42;03:36:48;01:48:25;01:48:59;00:57:28;01:00:15
03:29:44;03:33:11;01:48:25;01:50:43;00:57:29;01:00:16
03:29:44;03:33:11;01:48:25;01:52:16;00:57:29;01:00:16
03:29:45;03:32:40;01:48:25;01:54:10;00:57:29;01:00:16
03:29:46;03:33:37;01:48:26;01:48:33;00:57:29;01:00:16
03:29:46;03:33:37;01:48:26;01:48:49;00:57:29;01:00:17
03:29:46;03:35:53;01:48:26;01:49:13;00:57:29;01:00:17
03:29:46;03:35:53;01:48:26;01:56:21;00:57:29;01:00:17
03:29:47;03:32:49;01:48:27;01:54:43;00:57:29;01:00:17
03:29:49;03:35:23;01:48:28;01:49:18;00:57:29;01:00:17
03:29:49;03:41:59;01:48:29;01:49:08;00:57:29;01:00:17
03:29:50;03:32:07;01:48:29;01:50:03;00:57:29;01:00:17
03:29:50;03:33:05;01:48:29;01:50:03;00:57:30;01:00:18
03:29:52;03:31:59;01:48:29;01:55:15;00:57:30;01:00:18
03:29:52;03:31:59;01:48:29;01:58:55;00:57:30;01:00:18
03:29:52;03:37:30;01:48:30;01:55:15;00:57:31;01:00:19
03:29:52;03:39:40;01:48:31;01:49:06;00:57:31;01:00:19
03:29:53;03:33:20;01:48:31;01:54:27;00:57:31;01:00:19
03:29:53;03:33:20;01:48:31;01:55:02;00:57:31;01:00:19
03:29:54;03:31:24;01:48:32;01:48:49;00:57:31;01:00:19
03:29:54;03:33:28;01:48:32;01:56:18;00:57:31;01:00:19
03:29:54;03:34:45;01:48:33;01:48:52;00:57:31;01:00:20
03:29:55;03:31:11;01:48:33;01:49:13;00:57:31;01:00:20
03:29:55;03:31:53;01:48:34;01:48:53;00:57:31;01:00:20
03:29:56;03:34:40;01:48:34;01:53:51;00:57:31;01:00:20
03:29:56;03:36:11;01:48:35;01:49:06;00:57:31;01:00:20
03:29:56;03:42:26;01:48:35;01:49:27;00:57:32;01:00:21
03:29:57;03:32:20;01:48:36;01:49:13;00:57:32;01:00:21
03:29:58;03:39:02;01:48:37;01:52:15;00:57:32;01:00:21
03:30:00;03:34:36;01:48:38;01:49:12;00:57:32;01:00:21
03:30:00;03:34:36;01:48:38;01:49:20;00:57:33;01:00:22
03:30:00;03:35:41;01:48:38;01:51:58;00:57:33;01:00:22
03:30:01;03:32:54;01:48:38;01:55:44;00:57:33;01:00:22
03:30:01;03:34:42;01:48:38;01:57:06;00:57:33;01:00:22
03:30:01;03:34:42;01:48:39;01:49:42;00:57:33;01:00:22
03:30:02;03:39:09;01:48:40;01:49:14;00:57:33;01:00:22
03:30:04;03:31:48;01:48:40;01:50:29;00:57:34;01:00:23
03:30:05;03:33:26;01:48:40;01:50:47;00:57:34;01:00:23
03:30:05;03:36:04;01:48:41;01:49:42;00:57:33;01:00:23
03:30:06;03:33:03;01:48:41;01:51:17;00:57:33;01:00:23
03:30:12;03:34:25;01:48:41;01:51:30;00:57:34;01:00:24
03:30:13;03:31:38;01:48:41;01:55:32;00:57:35;01:00:25
03:30:15;03:33:33;01:48:42;01:56:43;00:57:35;01:00:25
03:30:15;03:33:33;01:48:43;01:49:05;00:57:35;01:00:25
03:30:15;03:34:17;01:48:43;01:49:21;00:57:35;01:00:25
03:30:15;03:37:12;01:48:43;01:49:51;00:57:36;01:00:26
03:30:16;03:37:37;01:48:43;01:49:51;00:57:36;01:00:26
03:30:16;03:37:37;01:48:43;01:51:55;00:57:36;01:00:26
03:30:17;03:33:28;01:48:43;01:53:16;00:57:35;01:00:26
03:30:17;03:35:01;01:48:43;01:54:12;00:57:35;01:00:26
03:30:18;03:31:45;01:48:43;01:56:32;00:57:36;01:00:27
03:30:20;03:32:40;01:48:44;01:49:52;00:57:36;01:00:27
03:30:20;03:36:58;01:48:45;01:48:56;00:57:37;01:00:28
03:30:20;03:36:58;01:48:45;01:49:46;00:57:37;01:00:28
03:30:21;03:32:28;01:48:46;01:49:28;00:57:38;01:00:29
03:30:22;03:33:24;01:48:46;01:52:04;00:57:38;01:00:29
03:30:22;03:33:24;01:48:47;01:49:11;00:57:40;01:00:31
03:30:23;03:32:07;01:48:47;01:50:08;00:57:40;01:00:31
03:30:23;03:33:16;01:48:47;01:50:40;00:57:40;01:00:31
03:30:23;03:33:50;01:48:47;01:55:51;00:57:40;01:00:31
03:30:23;03:33:50;01:48:48;01:49:26;00:57:40;01:00:31
03:30:23;03:40:29;01:48:48;01:49:27;00:57:40;01:00:31
03:30:23;03:40:29;01:48:48;01:49:40;00:57:40;01:00:31
03:30:23;03:41:09;01:48:48;01:57:47;00:57:40;01:00:31
03:30:27;03:35:18;01:48:49;01:49:36;00:57:41;01:00:32
03:30:27;03:39:45;01:48:49;01:50:16;00:57:40;01:00:32
03:30:27;03:39:45;01:48:49;01:52:51;00:57:41;01:00:33
03:30:28;03:32:38;01:48:51;01:50:41;00:57:42;01:00:34
03:30:28;03:35:39;01:48:52;01:48:54;00:57:43;01:00:35
03:30:30;03:38:06;01:48:52;01:49:44;00:57:43;01:00:35
03:30:31;03:33:19;01:48:52;01:50:09;00:57:43;01:00:35
03:30:31;03:34:48;01:48:52;01:50:48;00:57:44;01:00:36
03:30:33;03:33:01;01:48:52;01:51:28;00:57:44;01:00:36
03:30:33;03:33:40;01:48:52;01:51:31;00:57:44;01:00:36
03:30:33;03:37:05;01:48:52;01:52:20;00:57:44;01:00:36
03:30:35;03:36:01;01:48:53;01:49:42;00:57:44;01:00:36
03:30:35;03:36:01;01:48:53;01:49:47;00:57:44;01:00:36
03:30:36;03:32:44;01:48:53;01:50:38;00:57:43;01:00:36
03:30:37;03:31:41;01:48:53;01:51:42;00:57:45;01:00:38
03:30:37;03:31:41;01:48:53;01:51:57;00:57:45;01:00:38
03:30:37;03:37:34;01:48:54;01:49:23;00:57:45;01:00:38
03:30:39;03:33:02;01:48:54;01:50:47;00:57:45;01:00:38
03:30:39;03:35:02;01:48:54;01:54:47;00:57:45;01:00:38
03:30:39;03:35:02;01:48:55;01:49:50;00:57:46;01:00:39
03:30:41;03:34:40;01:48:55;01:52:39;00:57:46;01:00:39
03:30:41;03:37:41;01:48:55;01:57:55;00:57:46;01:00:39
03:30:41;03:37:41;01:48:56;01:49:32;00:57:46;01:00:39
03:30:41;03:38:04;01:48:56;01:51:38;00:57:47;01:00:40
03:30:45;03:34:59;01:48:56;01:54:12;00:57:46;01:00:40
03:30:46;03:34:35;01:48:56;01:57:31;00:57:46;01:00:40
03:30:47;03:34:28;01:48:57;01:52:18;00:57:46;01:00:40
03:30:48;03:38:16;01:48:57;01:54:00;00:57:46;01:00:40
03:30:48;03:43:56;01:48:58;01:49:40;00:57:46;01:00:40
03:30:49;03:33:30;01:48:58;01:52:56;00:57:46;01:00:40
03:30:49;03:43:59;01:48:59;01:51:45;00:57:46;01:00:40
03:30:52;03:34:43;01:48:59;01:52:12;00:57:46;01:00:40
03:30:52;03:38:42;01:49:00;01:49:09;00:57:47;01:00:41
03:30:52;03:38:42;01:49:00;01:49:40;00:57:47;01:00:41
03:30:54;03:37:23;01:49:00;01:50:24;00:57:47;01:00:41
03:30:54;03:37:23;01:49:00;01:51:39;00:57:47;01:00:41
03:30:55;03:41:57;01:49:00;01:53:05;00:57:46;01:00:41
03:30:55;03:41:57;01:49:00;01:54:51;00:57:46;01:00:41
03:30:56;03:37:22;01:49:01;01:51:03;00:57:47;01:00:42
03:30:57;03:33:20;01:49:01;01:51:35;00:57:47;01:00:42
03:30:58;03:35:08;01:49:01;01:53:06;00:57:47;01:00:42
03:30:58;03:41:19;01:49:02;01:49:36;00:57:47;01:00:42
03:30:59;03:34:00;01:49:03;01:50:16;00:57:48;01:00:43
03:31:00;03:33:35;01:49:03;01:51:41;00:57:48;01:00:43
03:31:01;03:38:01;01:49:04;01:51:34;00:57:48;01:00:43
