mara-netto;mara-brutto;half-netto;half-brutto;tenkm-netto;tenkm-brutto;fivekm-netto;fivekm-brutto;twofive-netto;twofive-brutto
03:31:57;03:37:58.864000;01:58:36;02:02:28.093000;00:55:34;00:59:16.107000;00:33:59;00:38:01.562000;;
03:37:25;03:43:27.038000;02:02:03;02:05:55.205000;00:55:34;00:59:16.214000;01:01:00;01:05:02.679000;;
03:52:59;03:59:01.212000;02:18:59;02:22:51.317000;00:55:34;00:59:16.321000;00:33:59;00:38:01.796000;;
04:03:55;04:09:57.386000;02:13:22;02:17:14.429000;00:55:34;00:59:16.428000;00:34:00;00:38:02.913000;;
03:24:50;03:30:52.561000;01:25:52;01:29:44.540000;00:55:35;00:59:17.535000;01:01:10;01:05:13.029000;;
02:52:09;02:58:11.735000;02:57:57;03:01:49.652000;00:55:35;00:59:17.642000;01:01:22;01:05:25.146000;;
03:05:43;03:11:45.909000;01:53:04;01:56:56.764000;00:55:36;00:59:18.749000;01:00:59;01:05:02.263000;;
03:08:49;03:14:52.084000;02:06:01;02:09:53.876000;00:55:35;00:59:17.856000;00:33:59;00:38:02.380000;;
03:15:21;03:21:24.258000;02:04:06;02:07:58.988000;00:55:35;00:59:17.963000;00:33:59;00:38:02.497000;;
03:16:41;03:22:44.432000;01:40:29;01:44:22.099000;00:55:36;00:59:19.070000;00:33:59;00:38:02.614000;;
03:17:44;03:23:47.607000;02:00:04;02:03:57.211000;00:55:36;00:59:19.177000;00:34:00;00:38:03.730000;;
03:18:15;03:24:18.781000;02:11:22;02:15:15.323000;00:55:36;00:59:19.284000;00:34:00;00:38:03.847000;;
03:21:09;03:27:12.955000;01:51:59;01:55:52.435000;00:55:36;00:59:19.391000;00:34:00;00:38:03.964000;;
03:21:27;03:27:31.130000;01:44:55;01:48:48.547000;00:55:36;00:59:19.498000;00:34:01;00:38:05.081000;;
03:24:58;03:31:02.304000;01:43:22;01:47:15.658000;00:55:36;00:59:19.605000;00:34:01;00:38:05.198000;;
03:25:44;03:31:48.478000;01:48:00;01:51:53.770000;00:55:36;00:59:19.712000;00:34:01;00:38:05.315000;;
03:26:57;03:33:01.652000;01:30:37;01:34:30.882000;00:55:36;00:59:19.819000;00:34:02;00:38:06.432000;;
03:27:11;03:33:15.827000;01:56:07;02:00:00.994000;00:55:37;00:59:20.926000;00:34:02;00:38:06.548000;;
03:27:47;03:33:52.001000;01:58:24;02:02:18.105000;00:55:37;00:59:21.033000;01:00:44;01:04:48.665000;;
03:29:19;03:35:24.175000;02:01:48;02:05:42.217000;00:55:37;00:59:21.140000;00:34:00;00:38:04.782000;;
03:30:17;03:36:22.350000;02:22:20;02:26:14.329000;00:55:37;00:59:21.247000;00:34:01;00:38:05.899000;;
03:34:57;03:41:02.524000;01:58:20;02:02:14.441000;00:55:37;00:59:21.354000;00:34:01;00:38:06.016000;;
03:35:03;03:41:08.698000;02:54:31;02:58:25.553000;00:55:38;00:59:22.461000;00:34:02;00:38:07.133000;;
03:35:48;03:41:53.873000;01:54:51;01:58:45.664000;00:55:38;00:59:22.568000;00:34:02;00:38:07.249000;;
03:38:39;03:44:45.047000;02:07:44;02:11:38.776000;00:55:38;00:59:22.675000;00:34:02;00:38:07.366000;;
03:42:20;03:48:26.221000;01:45:59;01:49:53.888000;00:55:38;00:59:22.782000;00:34:10;00:38:15.483000;;
03:43:11;03:49:17.396000;02:11:31;02:15:26;00:55:38;00:59:22.889000;00:34:10;00:38:15.600000;;
03:51:19;03:57:25.570000;01:46:07;01:50:02.112000;00:55:39;00:59:23.996000;00:34:10;00:38:15.717000;;
03:55:05;04:01:11.744000;01:43:58;01:47:53.223000;00:55:40;00:59:25.103000;00:34:10;00:38:15.834000;;
03:55:32;04:01:38.918000;01:48:00;01:51:55.335000;00:55:41;00:59:26.210000;00:34:11;00:38:16.950000;;
03:56:18;04:02:25.093000;01:47:41;01:51:36.447000;00:55:41;00:59:26.317000;01:00:40;01:04:46.067000;;
03:56:56;04:03:03.267000;01:32:36;01:36:31.559000;00:55:41;00:59:26.424000;01:00:42;01:04:48.184000;;
03:59:17;04:05:24.441000;01:37:29;01:41:24.671000;00:55:40;00:59:25.531000;01:00:43;01:04:49.301000;;
04:04:26;04:10:33.616000;01:43:10;01:47:05.782000;00:55:41;00:59:26.638000;01:00:57;01:05:03.418000;;
04:07:30;04:13:37.790000;02:15:53;02:19:48.894000;00:55:41;00:59:26.745000;00:34:03;00:38:09.535000;;
04:19:48;04:25:55.964000;01:55:13;01:59:09.006000;00:55:42;00:59:27.852000;00:34:03;00:38:09.652000;;
04:20:22;04:26:30.139000;02:11:26;02:15:22.118000;00:55:42;00:59:27.959000;00:34:03;00:38:09.768000;;
04:29:57;04:36:05.313000;01:58:25;02:02:21.230000;00:55:42;00:59:28.066000;00:34:04;00:38:10.885000;;
03:08:02;03:14:10.487000;02:06:48;02:10:44.341000;00:55:42;00:59:28.173000;00:34:04;00:38:11.002000;;
03:10:13;03:16:21.662000;02:11:26;02:15:22.453000;00:55:42;00:59:28.280000;00:34:04;00:38:11.119000;;
03:12:28;03:18:36.836000;01:38:56;01:42:52.565000;00:55:43;00:59:29.387000;00:34:08;00:38:15.236000;;
03:13:18;03:19:27.010000;01:57:15;02:01:11.677000;00:55:44;00:59:30.494000;00:34:08;00:38:15.353000;;
03:13:52;03:20:01.184000;01:55:20;01:59:16.789000;00:55:45;00:59:31.601000;00:34:11;00:38:18.469000;;
03:16:08;03:22:17.359000;02:13:05;02:17:01.900000;00:55:46;00:59:32.708000;00:34:11;00:38:18.586000;;
03:17:30;03:23:39.533000;02:17:19;02:21:16.012000;00:55:46;00:59:32.815000;01:00:25;01:04:32.703000;;
03:18:09;03:24:18.707000;01:54:16;01:58:13.124000;00:55:45;00:59:31.922000;01:00:57;01:05:04.820000;;
03:18:28;03:24:37.882000;01:51:59;01:55:56.236000;00:55:46;00:59:33.028000;00:34:02;00:38:09.937000;;
03:20:26;03:26:36.056000;02:31:31;02:35:28.348000;00:55:46;00:59:33.135000;00:34:09;00:38:17.054000;;
03:20:27;03:26:37.230000;01:48:17;01:52:14.459000;00:55:47;00:59:34.242000;00:34:09;00:38:17.170000;;
03:22:33;03:28:43.405000;01:34:49;01:38:46.571000;00:55:47;00:59:34.349000;00:34:04;00:38:12.287000;;
03:23:12;03:29:22.579000;01:36:29;01:40:26.683000;00:55:47;00:59:34.456000;00:34:04;00:38:12.404000;;
03:26:44;03:32:54.753000;01:52:20;01:56:17.795000;00:55:48;00:59:35.563000;00:34:04;00:38:12.521000;;
03:26:46;03:32:56.928000;01:58:43;02:02:40.907000;00:55:48;00:59:35.670000;00:34:04;00:38:12.638000;;
03:26:56;03:33:07.102000;02:18:09;02:22:07.018000;00:55:48;00:59:35.777000;00:34:04;00:38:12.755000;;
03:28:06;03:34:17.276000;01:58:06;02:02:04.130000;00:55:48;00:59:35.884000;00:34:07;00:38:15.871000;;
03:28:31;03:34:42.450000;01:46:29;01:50:27.242000;00:55:49;00:59:36.991000;00:34:07;00:38:15.988000;;
03:29:50;03:36:01.625000;01:33:46;01:37:44.354000;00:55:49;00:59:37.098000;00:34:07;00:38:16.105000;;
03:33:51;03:40:02.799000;01:52:20;01:56:18.466000;00:55:49;00:59:37.205000;00:34:11;00:38:20.222000;;
03:37:26;03:43:37.973000;01:46:58;01:50:56.577000;00:55:49;00:59:37.312000;00:34:12;00:38:21.339000;;
03:37:41;03:43:53.148000;01:55:12;01:59:10.689000;00:55:49;00:59:37.419000;00:34:12;00:38:21.456000;;
03:47:26;03:53:38.322000;02:08:14;02:12:12.801000;00:55:48;00:59:36.526000;01:00:25;01:04:34.573000;;
03:49:41;03:55:53.496000;01:46:47;01:50:45.913000;00:55:49;00:59:37.633000;01:00:34;01:04:43.689000;;
03:52:34;03:58:46.671000;01:55:48;01:59:47.025000;00:55:49;00:59:37.740000;00:34:02;00:38:11.806000;;
03:56:06;04:02:18.845000;01:29:30;01:33:29.136000;00:55:49;00:59:37.847000;00:34:08;00:38:17.923000;;
03:58:17;04:04:30.019000;01:44:51;01:48:50.248000;00:55:49;00:59:37.954000;00:34:04;00:38:14.040000;;
03:58:19;04:04:32.194000;01:59:03;02:03:02.360000;00:55:49;00:59:38.061000;00:34:05;00:38:15.157000;;
04:02:28;04:08:41.368000;02:14:39;02:18:38.472000;00:55:50;00:59:39.168000;00:34:05;00:38:15.274000;;
04:07:52;04:14:05.542000;02:43:38;02:47:37.584000;00:55:50;00:59:39.275000;00:34:05;00:38:15.390000;;
04:09:49;04:16:02.716000;01:51:30;01:55:29.695000;00:55:51;00:59:40.382000;00:34:06;00:38:16.507000;;
04:40:39;04:46:52.891000;01:37:56;01:41:55.807000;00:55:51;00:59:40.489000;00:34:06;00:38:16.624000;;
04:43:10;04:49:24.065000;01:58:47;02:02:46.919000;00:55:52;00:59:41.596000;00:34:06;00:38:16.741000;;
04:50:31;04:56:45.239000;01:40:13;01:44:13.031000;00:55:52;00:59:41.703000;00:34:06;00:38:16.858000;;
03:33:58;03:40:12.414000;01:46:05;01:50:05.143000;00:55:52;00:59:41.810000;00:34:11;00:38:21.975000;;
03:37:34;03:43:48.588000;01:58:01;02:02:01.254000;00:55:53;00:59:42.917000;00:34:12;00:38:23.091000;;
03:45:24;03:51:38.762000;01:58:01;02:02:01.366000;00:55:52;00:59:42.024000;00:34:13;00:38:24.208000;;
03:55:06;04:01:20.937000;01:35:02;01:39:02.478000;00:55:53;00:59:43.131000;00:34:13;00:38:24.325000;;
04:26:29;04:32:44.111000;02:31:52;02:35:52.590000;00:55:53;00:59:43.238000;00:34:13;00:38:24.442000;;
05:11:14;05:17:29.285000;01:45:35;01:49:35.702000;00:55:53;00:59:43.345000;01:00:34;01:04:45.559000;;
03:20:26;03:26:41.460000;02:34:01;02:38:01.813000;00:55:54;00:59:44.452000;01:01:39;01:05:50.676000;;
03:38:53;03:45:08.634000;02:08:34;02:12:34.925000;00:55:54;00:59:44.559000;00:34:05;00:38:16.793000;;
03:39:17;03:45:32.808000;01:49:25;01:53:26.037000;00:55:54;00:59:44.666000;00:34:12;00:38:23.909000;;
03:40:39;03:46:54.982000;01:55:23;01:59:24.149000;00:55:54;00:59:44.773000;00:34:18;00:38:30.026000;;
03:47:48;03:54:04.157000;02:12:02;02:16:03.261000;00:55:54;00:59:44.880000;01:00:45;01:04:57.143000;;
03:57:28;04:03:44.331000;02:17:35;02:21:36.372000;00:55:55;00:59:45.987000;01:01:39;01:05:51.260000;;
04:07:56;04:14:12.505000;02:25:59;02:30:00.484000;00:55:56;00:59:47.094000;01:01:42;01:05:54.377000;;
04:22:14;04:28:30.680000;01:49:54;01:53:55.596000;00:55:56;00:59:47.201000;00:34:13;00:38:25.494000;;
05:01:32;05:07:48.854000;01:53:08;01:57:09.708000;00:55:55;00:59:46.308000;00:34:14;00:38:26.610000;;
05:14:47;05:21:04.028000;01:50:06;01:54:07.820000;00:55:55;00:59:46.415000;00:34:14;00:38:26.727000;;
02:47:24;02:53:41.203000;02:08:40;02:12:41.931000;00:55:56;00:59:47.522000;00:34:19;00:38:31.844000;;
03:11:32;03:17:49.377000;01:58:15;02:02:17.043000;00:55:56;00:59:47.629000;00:34:19;00:38:31.961000;;
03:12:01;03:18:18.551000;01:47:31;01:51:33.155000;00:55:56;00:59:47.736000;00:34:16;00:38:29.078000;;
03:16:13;03:22:30.726000;01:55:43;01:59:45.267000;00:55:56;00:59:47.843000;00:34:17;00:38:30.195000;;
03:19:27;03:25:44.900000;02:00:37;02:04:39.379000;00:55:56;00:59:47.950000;00:34:17;00:38:30.311000;;
03:29:31;03:35:49.074000;01:59:12;02:03:14.490000;00:55:57;00:59:49.057000;00:34:17;00:38:30.428000;;
03:30:15;03:36:33.248000;01:29:38;01:33:40.602000;00:55:57;00:59:49.164000;00:34:17;00:38:30.545000;;
03:33:51;03:40:09.423000;02:05:32;02:09:34.714000;00:55:58;00:59:50.271000;01:00:51;01:05:04.662000;;
03:37:40;03:43:58.597000;01:38:13;01:42:15.826000;00:55:58;00:59:50.378000;01:01:12;01:05:25.779000;;
03:40:19;03:46:37.771000;02:46:16;02:50:18.938000;00:55:58;00:59:50.485000;00:34:13;00:38:26.896000;;
03:42:21;03:48:39.946000;01:59:12;02:03:15.049000;00:55:58;00:59:50.592000;00:34:13;00:38:27.012000;;
03:46:55;03:53:14.120000;02:56:14;03:00:17.161000;00:55:58;00:59:50.699000;00:34:13;00:38:27.129000;;
03:53:48;04:00:07.294000;01:39:42;01:43:45.273000;00:55:58;00:59:50.806000;00:34:14;00:38:28.246000;;
03:23:12;03:29:31.469000;01:48:00;01:52:03.385000;00:55:58;00:59:50.913000;00:34:14;00:38:28.363000;;
03:50:56;03:57:15.643000;01:44:43;01:48:46.497000;00:55:59;00:59:52.020000;00:34:15;00:38:29.480000;;
02:55:08;03:01:27.817000;01:42:44;01:46:47.608000;00:55:59;00:59:52.127000;00:34:18;00:38:32.597000;;
03:12:54;03:19:13.992000;02:37:07;02:41:10.720000;00:55:59;00:59:52.234000;00:34:18;00:38:32.714000;;
03:16:16;03:22:36.166000;01:51:26;01:55:29.832000;00:55:59;00:59:52.341000;00:34:20;00:38:34.830000;;
03:20:33;03:26:53.340000;01:44:42;01:48:45.944000;00:55:59;00:59:52.448000;00:34:20;00:38:34.947000;;
03:28:42;03:35:02.514000;01:44:45;01:48:49.056000;00:56:00;00:59:53.555000;00:34:21;00:38:36.064000;;
03:50:34;03:56:54.689000;01:55:41;01:59:45.167000;00:56:01;00:59:54.662000;00:34:21;00:38:36.181000;;
03:57:21;04:03:41.863000;01:46:19;01:50:23.279000;00:56:01;00:59:54.769000;00:34:22;00:38:37.298000;;
04:07:58;04:14:19.037000;01:54:00;01:58:04.391000;00:56:01;00:59:54.876000;00:34:22;00:38:37.415000;;
02:57:10;03:03:31.212000;01:48:06;01:52:10.503000;00:56:01;00:59:54.983000;00:34:16;00:38:31.531000;;
02:58:23;03:04:44.386000;01:58:47;02:02:51.615000;00:56:02;00:59:56.090000;00:34:16;00:38:31.648000;;
03:10:14;03:16:35.560000;01:41:19;01:45:23.726000;00:56:01;00:59:55.197000;01:01:13;01:05:28.765000;;
03:11:26;03:17:47.735000;02:17:38;02:21:42.838000;00:56:02;00:59:56.304000;01:01:39;01:05:54.882000;;
03:16:02;03:22:23.909000;01:43:30;01:47:34.950000;00:56:02;00:59:56.411000;00:34:15;00:38:30.999000;;
03:16:03;03:22:25.083000;02:12:27;02:16:32.062000;00:56:02;00:59:56.518000;00:34:15;00:38:31.116000;;
03:18:27;03:24:49.258000;01:45:44;01:49:49.174000;00:56:03;00:59:57.625000;00:34:15;00:38:31.232000;;
03:20:36;03:26:58.432000;02:02:34;02:06:39.285000;00:56:04;00:59:58.732000;00:34:19;00:38:35.349000;;
03:20:53;03:27:15.606000;01:49:56;01:54:01.397000;00:56:04;00:59:58.839000;00:34:20;00:38:36.466000;;
03:24:16;03:30:38.780000;01:33:34;01:37:39.509000;00:56:04;00:59:58.946000;00:34:21;00:38:37.583000;;
03:24:57;03:31:19.955000;02:26:24;02:30:29.621000;00:56:05;01:00:00.053000;00:34:21;00:38:37.700000;;
03:28:38;03:35:01.129000;01:39:17;01:43:22.733000;00:56:05;01:00:00.160000;00:34:31;00:38:47.817000;;
03:30:05;03:36:28.303000;01:36:55;01:41:00.844000;00:56:05;01:00:00.267000;01:00:25;01:04:41.934000;;
03:34:20;03:40:43.478000;01:45:42;01:49:47.956000;00:56:05;01:00:00.374000;01:00:47;01:05:04.050000;;
03:34:23;03:40:46.652000;02:07:46;02:11:52.068000;00:56:04;00:59:59.481000;01:00:48;01:05:05.167000;;
03:37:32;03:43:55.826000;01:49:08;01:53:14.180000;00:56:04;00:59:59.588000;01:00:49;01:05:06.284000;;
03:38:40;03:45:04.001000;01:37:29;01:41:35.292000;00:56:04;00:59:59.695000;00:34:22;00:38:39.401000;;
03:38:44;03:45:08.175000;01:45:46;01:49:52.403000;00:56:04;00:59:59.802000;00:34:22;00:38:39.518000;;
03:38:55;03:45:19.349000;01:38:42;01:42:48.515000;00:56:05;01:00:00.908000;00:34:22;00:38:39.635000;;
03:42:20;03:48:44.524000;01:51:39;01:55:45.627000;00:56:05;01:00:01.015000;00:34:23;00:38:40.751000;;
03:42:35;03:48:59.698000;02:11:24;02:15:30.739000;00:56:05;01:00:01.122000;00:34:24;00:38:41.868000;;
03:47:23;03:53:47.872000;01:37:27;01:41:33.850000;00:56:05;01:00:01.229000;00:34:24;00:38:41.985000;;
03:49:18;03:55:43.047000;02:17:13;02:21:19.962000;00:56:06;01:00:02.336000;00:34:30;00:38:48.102000;;
03:51:44;03:58:09.221000;01:40:59;01:45:06.074000;00:56:06;01:00:02.443000;01:00:26;01:04:44.219000;;
03:56:39;04:03:04.395000;02:08:13;02:12:20.186000;00:56:07;01:00:03.550000;00:34:24;00:38:42.336000;;
05:09:17;05:15:42.569000;01:51:08;01:55:15.298000;00:56:07;01:00:03.657000;00:34:24;00:38:42.452000;;
05:38:56;05:45:21.744000;01:37:58;01:42:05.409000;00:56:07;01:00:03.764000;00:34:24;00:38:42.569000;;
06:28:33;06:34:58.918000;01:44:46;01:48:53.521000;00:56:07;01:00:03.871000;00:34:24;00:38:42.686000;;
03:06:29;03:12:55.092000;02:17:52;02:21:59.633000;00:56:08;01:00:04.978000;00:34:24;00:38:42.803000;;
03:08:02;03:14:28.267000;01:54:02;01:58:09.745000;00:56:07;01:00:04.085000;00:34:25;00:38:43.920000;;
03:10:03;03:16:29.441000;01:52:31;01:56:38.857000;00:56:07;01:00:04.192000;00:34:25;00:38:44.037000;;
03:14:16;03:20:42.615000;01:50:19;01:54:26.968000;00:56:07;01:00:04.299000;00:34:26;00:38:45.154000;;
03:15:42;03:22:08.790000;01:42:15;01:46:23.080000;00:56:08;01:00:05.406000;00:34:27;00:38:46.270000;;
03:20:06;03:26:32.964000;01:36:32;01:40:40.192000;00:56:08;01:00:05.513000;00:34:27;00:38:46.387000;;
03:22:58;03:29:25.138000;01:36:39;01:40:47.304000;00:56:08;01:00:05.620000;00:34:27;00:38:46.504000;;
03:27:10;03:33:37.313000;01:41:59;01:46:07.416000;00:56:08;01:00:05.727000;00:34:28;00:38:47.621000;;
03:27:15;03:33:42.487000;01:57:44;02:01:52.527000;00:56:09;01:00:06.834000;00:34:28;00:38:47.738000;;
03:27:47;03:34:14.661000;01:43:22;01:47:30.639000;00:56:09;01:00:06.941000;00:34:28;00:38:47.855000;;
03:27:51;03:34:18.835000;01:34:51;01:38:59.751000;00:56:09;01:00:07.048000;00:34:31;00:38:50.971000;;
03:28:54;03:35:22.010000;01:56:39;02:00:47.863000;00:56:09;01:00:07.155000;00:34:31;00:38:51.088000;;
03:29:25;03:35:53.184000;01:59:37;02:03:45.975000;00:56:10;01:00:08.262000;00:34:22;00:38:42.205000;;
03:32:22;03:38:50.358000;01:38:04;01:42:13.086000;00:56:10;01:00:08.369000;00:34:29;00:38:49.322000;;
03:33:38;03:40:06.533000;01:49:40;01:53:49.198000;00:56:10;01:00:08.476000;00:34:29;00:38:49.439000;;
03:35:32;03:42:00.707000;01:53:59;01:58:08.310000;00:56:11;01:00:09.583000;01:00:16;01:04:36.556000;;
03:36:00;03:42:28.881000;01:34:11;01:38:20.422000;00:56:10;01:00:08.690000;00:34:25;00:38:45.672000;;
03:36:56;03:43:25.056000;01:51:55;01:56:04.534000;00:56:10;01:00:08.797000;00:34:25;00:38:45.789000;;
03:37:20;03:43:49.230000;01:58:07;02:02:16.645000;00:56:10;01:00:08.904000;00:34:26;00:38:46.906000;;
03:41:52;03:48:21.404000;02:26:28;02:30:37.757000;00:56:10;01:00:09.011000;00:34:26;00:38:47.023000;;
03:43:44;03:50:13.579000;01:42:07;01:46:16.869000;00:56:11;01:00:10.118000;00:34:31;00:38:52.140000;;
03:45:18;03:51:47.753000;01:49:09;01:53:18.981000;00:56:11;01:00:10.225000;00:34:32;00:38:53.257000;;
03:45:36;03:52:05.927000;02:04:44;02:08:54.093000;00:56:12;01:00:11.332000;00:34:32;00:38:53.373000;;
03:50:43;03:57:13.101000;02:10:35;02:14:45.204000;00:56:13;01:00:12.439000;00:34:33;00:38:54.490000;;
03:51:55;03:58:25.276000;01:47:29;01:51:39.316000;00:56:13;01:00:12.546000;00:34:32;00:38:53.607000;;
04:02:03;04:08:33.450000;01:48:45;01:52:55.428000;00:56:13;01:00:12.653000;00:34:33;00:38:54.724000;;
04:04:55;04:11:25.624000;02:14:09;02:18:19.540000;00:56:14;01:00:13.760000;00:34:33;00:38:54.841000;;
04:11:27;04:17:57.799000;02:13:41;02:17:51.652000;00:56:14;01:00:13.867000;00:34:33;00:38:54.958000;;
04:12:53;04:19:23.973000;01:46:38;01:50:48.763000;00:56:13;01:00:12.974000;00:34:33;00:38:55.075000;;
04:12:59;04:19:30.147000;02:03:50;02:08:00.875000;00:56:13;01:00:13.081000;00:34:34;00:38:56.191000;;
04:21:55;04:28:26.322000;01:34:46;01:38:56.987000;00:56:13;01:00:13.188000;00:34:34;00:38:56.308000;;
04:24:03;04:30:34.496000;01:58:45;02:02:56.099000;00:56:14;01:00:14.295000;00:34:35;00:38:57.425000;;
05:11:06;05:17:37.670000;01:34:14;01:38:25.211000;00:56:14;01:00:14.402000;00:34:35;00:38:57.542000;;
03:18:28;03:24:59.845000;01:51:47;01:55:58.322000;00:56:14;01:00:14.509000;00:34:36;00:38:58.659000;;
03:19:20;03:25:52.019000;01:37:26;01:41:37.434000;00:56:15;01:00:15.616000;00:34:36;00:38:58.776000;;
03:23:10;03:29:42.193000;01:43:39;01:47:50.546000;00:56:15;01:00:15.723000;00:34:56;00:39:18.892000;;
03:24:56;03:31:28.367000;01:40:36;01:44:47.658000;00:56:15;01:00:15.830000;00:34:59;00:39:22.009000;;
03:25:56;03:32:28.542000;01:47:43;01:51:54.770000;00:56:16;01:00:16.937000;00:34:59;00:39:22.126000;;
03:32:25;03:38:57.716000;01:28:11;01:32:22.881000;00:56:16;01:00:17.044000;00:35:00;00:39:23.243000;;
03:36:03;03:42:35.890000;02:47:49;02:52:00.993000;00:56:16;01:00:17.151000;00:35:00;00:39:23.360000;;
03:37:22;03:43:55.065000;01:45:43;01:49:55.105000;00:56:16;01:00:17.258000;00:34:36;00:38:59.477000;;
03:37:28;03:44:01.239000;01:54:00;01:58:12.217000;00:56:17;01:00:18.365000;00:34:36;00:38:59.593000;;
03:58:39;04:05:12.413000;01:48:41;01:52:53.329000;00:56:17;01:00:18.472000;00:34:36;00:38:59.710000;;
04:04:50;04:11:23.588000;01:55:09;01:59:21.440000;00:56:16;01:00:17.579000;00:34:54;00:39:17.827000;;
04:10:43;04:17:16.762000;02:03:30;02:07:42.552000;00:56:16;01:00:17.686000;00:34:54;00:39:17.944000;;
03:11:21;03:17:54.936000;01:51:41;01:55:53.664000;00:56:16;01:00:17.793000;00:34:54;00:39:18.061000;;
03:12:48;03:19:22.111000;01:57:03;02:01:15.776000;00:56:16;01:00:17.900000;00:34:54;00:39:18.178000;;
03:17:26;03:24:00.285000;02:16:07;02:20:19.888000;00:56:16;01:00:18.007000;00:34:55;00:39:19.295000;;
03:19:08;03:25:42.459000;01:42:12;01:46:24.999000;00:56:16;01:00:18.114000;00:34:55;00:39:19.411000;;
03:22:19;03:28:53.633000;01:45:32;01:49:45.111000;00:56:16;01:00:18.221000;00:34:55;00:39:19.528000;;
03:25:11;03:31:45.808000;02:01:15;02:05:28.223000;00:56:16;01:00:18.328000;00:34:56;00:39:20.645000;;
03:28:03;03:34:37.982000;01:53:40;01:57:53.335000;00:56:17;01:00:19.435000;00:34:56;00:39:20.762000;;
03:29:44;03:36:19.156000;01:58:32;02:02:45.447000;00:56:17;01:00:19.542000;00:34:56;00:39:20.879000;;
03:29:53;03:36:28.331000;01:44:36;01:48:49.558000;00:56:18;01:00:20.649000;00:34:57;00:39:21.996000;;
03:30:23;03:36:58.505000;02:06:25;02:10:38.670000;00:56:18;01:00:20.756000;00:34:57;00:39:22.112000;;
03:34:23;03:40:58.679000;01:43:00;01:47:13.782000;00:56:18;01:00:20.863000;00:34:57;00:39:22.229000;;
03:35:01;03:41:36.854000;01:34:23;01:38:36.894000;00:56:19;01:00:21.970000;00:34:57;00:39:22.346000;;
03:41:51;03:48:27.028000;02:16:07;02:20:21.006000;00:56:19;01:00:22.077000;00:34:59;00:39:24.463000;;
03:42:03;03:48:39.202000;01:47:12;01:51:26.117000;00:56:20;01:00:23.184000;00:35:00;00:39:25.580000;;
03:42:51;03:49:27.377000;02:23:43;02:27:57.229000;00:56:20;01:00:23.291000;00:35:00;00:39:25.697000;;
03:50:28;03:57:04.551000;01:45:50;01:50:04.341000;00:56:21;01:00:24.398000;00:34:36;00:39:01.813000;;
03:52:33;03:59:09.725000;02:01:54;02:06:08.453000;00:56:21;01:00:24.505000;00:34:51;00:39:16.930000;;
04:19:20;04:25:56.899000;02:18:42;02:22:56.565000;00:56:21;01:00:24.612000;00:34:51;00:39:17.047000;;
03:27:04;03:33:41.074000;01:44:56;01:49:10.676000;00:56:22;01:00:25.719000;00:34:52;00:39:18.164000;;
03:32:02;03:38:39.248000;01:56:55;02:01:09.788000;00:56:23;01:00:26.826000;00:34:52;00:39:18.281000;;
03:37:19;03:43:56.422000;01:42:14;01:46:28.900000;00:56:23;01:00:26.933000;00:34:52;00:39:18.398000;;
03:44:09;03:50:46.597000;01:42:04;01:46:19.012000;00:56:23;01:00:27.040000;00:34:52;00:39:18.514000;;
04:02:44;04:09:21.771000;01:50:45;01:55:00.124000;00:56:23;01:00:27.147000;00:35:00;00:39:26.631000;;
03:20:22;03:26:59.945000;02:01:33;02:05:48.235000;00:56:23;01:00:27.254000;00:35:07;00:39:33.748000;;
03:28:50;03:35:28.120000;01:58:49;02:03:04.347000;00:56:24;01:00:28.361000;00:35:34;00:40:00.865000;;
03:36:43;03:43:21.294000;01:53:39;01:57:54.459000;00:56:25;01:00:29.468000;00:35:35;00:40:01.982000;;
03:14:37;03:21:15.468000;02:11:38;02:15:53.571000;00:56:25;01:00:29.575000;00:35:35;00:40:02.099000;;
03:22:19;03:28:57.643000;01:40:03;01:44:18.683000;00:56:26;01:00:30.682000;00:35:35;00:40:02.216000;;
03:24:56;03:31:34.817000;02:06:52;02:11:07.794000;00:56:27;01:00:31.788000;00:35:36;00:40:03.332000;;
03:28:21;03:34:59.991000;01:57:53;02:02:08.906000;00:56:27;01:00:31.895000;00:35:36;00:40:03.449000;;
03:28:22;03:35:01.165000;01:42:31;01:46:47.018000;00:56:26;01:00:31.002000;00:34:57;00:39:24.566000;;
03:29:00;03:35:39.340000;01:52:29;01:56:45.130000;00:56:26;01:00:31.109000;00:34:48;00:39:15.683000;;
03:29:17;03:35:56.514000;01:38:53;01:43:09.242000;00:56:26;01:00:31.216000;00:35:00;00:39:27.800000;;
03:35:01;03:41:40.688000;02:09:29;02:13:45.353000;00:56:27;01:00:32.323000;00:35:01;00:39:28.917000;;
03:35:55;03:42:34.863000;01:47:18;01:51:34.465000;00:56:27;01:00:32.430000;00:35:07;00:39:35.033000;;
03:36:36;03:43:16.037000;01:56:16;02:00:32.577000;00:56:27;01:00:32.537000;00:35:08;00:39:36.150000;;
03:38:00;03:44:40.211000;01:29:12;01:33:28.689000;00:56:28;01:00:33.644000;00:35:08;00:39:36.267000;;
03:41:55;03:48:35.386000;01:46:28;01:50:44.801000;00:56:28;01:00:33.751000;00:35:08;00:39:36.384000;;
03:46:07;03:52:47.560000;01:53:06;01:57:22.912000;00:56:28;01:00:33.858000;00:35:13;00:39:41.501000;;
03:47:00;03:53:40.734000;01:53:16;01:57:33.024000;00:56:28;01:00:33.965000;00:35:14;00:39:42.618000;;
