mara-netto;mara-brutto;half-netto;half-brutto;tenkm-netto;tenkm-brutto;fivekm-netto;fivekm-brutto;twofive-netto;twofive-brutto
02:42:39;02:42:50.330000;01:21:44;01:21:51.267000;00:36:43;00:36:49.954000;00:19:23;00:19:30.595000;00:20:24;00:20:36.335000
02:42:40;02:42:51.504000;01:30:12;01:30:19.379000;00:36:44;00:36:51.061000;00:20:01;00:20:08.712000;00:21:41;00:21:53.524000
02:44:14;02:44:25.679000;01:27:22;01:27:29.490000;00:36:47;00:36:54.168000;00:20:01;00:20:08.828000;00:17:16;00:17:28.714000
02:46:55;02:47:06.853000;01:19:31;01:19:38.602000;00:36:47;00:36:54.275000;00:20:04;00:20:11.945000;00:13:58;00:14:10.904000
02:47:39;02:47:51.027000;01:27:22;01:27:29.714000;00:36:51;00:36:58.382000;00:19:11;00:19:19.062000;00:13:47;00:14:00.094000
02:48:29;02:48:41.202000;01:14:25;01:14:32.826000;00:36:53;00:37:00.489000;00:20:03;00:20:11.179000;00:17:16;00:17:29.283000
02:54:44;02:54:56.376000;01:28:44;01:28:51.938000;00:36:56;00:37:03.596000;00:20:08;00:20:16.296000;00:18:43;00:18:56.473000
02:55:07;02:55:19.550000;01:26:02;01:26:10.049000;00:36:55;00:37:02.703000;00:19:18;00:19:26.413000;00:18:33;00:18:46.663000
02:57:28;02:57:40.724000;01:20:17;01:20:25.161000;00:36:55;00:37:02.810000;00:19:13;00:19:21.529000;00:15:00;00:15:13.853000
02:59:13;02:59:25.899000;01:12:18;01:12:26.273000;00:37:06;00:37:13.917000;00:20:04;00:20:12.646000;00:15:00;00:15:14.042000
02:59:13;02:59:26.073000;01:31:11;01:31:19.385000;00:37:06;00:37:14.024000;00:19:04;00:19:12.763000;00:19:59;00:20:13.232000
03:08:15;03:08:28.247000;01:35:43;01:35:51.497000;00:37:08;00:37:16.131000;00:19:44;00:19:52.880000;00:14:59;00:15:13.422000
03:09:38;03:09:51.422000;01:25:29;01:25:37.608000;00:37:09;00:37:17.238000;00:19:40;00:19:48.997000;00:23:02;00:23:16.612000
03:10:41;03:10:54.596000;01:38:01;01:38:09.720000;00:37:12;00:37:20.345000;00:19:46;00:19:55.114000;00:30:58;00:31:12.801000
03:15:34;03:15:47.770000;01:23:11;01:23:19.832000;00:37:15;00:37:23.452000;00:20:09;00:20:18.230000;00:15:46;00:16:00.991000
03:21:32;03:21:45.945000;01:23:22;01:23:30.944000;00:37:23;00:37:31.559000;00:20:24;00:20:33.347000;00:14:58;00:15:13.181000
03:23:49;03:24:03.119000;01:36:20;01:36:29.056000;00:37:23;00:37:31.666000;00:21:16;00:21:25.464000;00:19:31;00:19:46.371000
03:31:25;03:31:39.293000;01:21:55;01:22:04.167000;00:37:27;00:37:35.773000;00:20:24;00:20:33.581000;00:19:33;00:19:48.560000
03:36:58;03:37:12.468000;01:10:33;01:10:42.279000;00:37:28;00:37:36.880000;00:20:31;00:20:40.698000;00:21:57;00:22:12.750000
03:38:49;03:39:03.642000;01:18:48;01:18:57.391000;00:37:31;00:37:39.987000;00:20:09;00:20:18.815000;00:21:59;00:22:14.940000
03:39:06;03:39:20.816000;01:13:31;01:13:40.503000;00:37:32;00:37:41.094000;00:20:21;00:20:30.931000;00:22:59;00:23:15.130000
03:42:30;03:42:44.990000;01:21:35;01:21:44.615000;00:37:36;00:37:45.201000;00:21:14;00:21:24.048000;00:21:48;00:22:04.319000
03:47:08;03:47:23.165000;01:27:13;01:27:22.726000;00:37:43;00:37:52.308000;00:21:16;00:21:26.165000;00:23:00;00:23:16.509000
03:54:50;03:55:05.339000;01:17:48;01:17:57.838000;00:37:47;00:37:56.415000;00:21:17;00:21:27.282000;00:33:21;00:33:37.699000
04:08:34;04:08:49.513000;01:19:59;01:20:08.950000;00:37:48;00:37:57.522000;00:21:19;00:21:29.399000;00:27:48;00:28:04.889000
04:13:26;04:13:41.688000;01:33:20;01:33:30.062000;00:37:49;00:37:58.629000;00:21:19;00:21:29.516000;00:14:21;00:14:38.079000
04:14:30;04:14:45.862000;01:29:49;01:29:59.174000;00:37:49;00:37:58.736000;00:21:22;00:21:32.633000;00:23:04;00:23:21.268000
04:14:33;04:14:49.036000;01:17:33;01:17:43.285000;00:37:54;00:38:03.843000;00:21:23;00:21:33.749000;00:21:52;00:22:09.458000
04:46:18;04:46:34.211000;01:48:52;01:49:02.397000;00:38:02;00:38:11.950000;00:21:08;00:21:18.866000;00:27:30;00:27:47.648000
04:55:53;04:56:09.385000;01:25:23;01:25:33.509000;00:38:03;00:38:13.057000;00:21:18;00:21:28.983000;00:27:34;00:27:51.838000
04:56:23;04:56:39.559000;01:24:07;01:24:17.621000;00:38:04;00:38:14.164000;00:21:21;00:21:32.100000;00:13:03;00:13:21.027000
05:06:54;05:07:10.734000;01:20:12;01:20:22.733000;00:38:08;00:38:18.271000;00:21:30;00:21:41.217000;00:33:22;00:33:40.217000
05:17:42;05:17:58.908000;01:28:08;01:28:18.844000;00:38:11;00:38:21.378000;00:21:12;00:21:23.334000;00:14:19;00:14:37.407000
05:39:52;05:40:09.082000;01:28:36;01:28:46.956000;00:38:12;00:38:22.485000;00:21:29;00:21:40.450000;00:22:13;00:22:31.597000
05:55:45;05:56:02.256000;01:24:44;01:24:55.068000;00:38:14;00:38:24.592000;00:20:18;00:20:29.567000;00:14:18;00:14:36.786000
06:09:45;06:10:02.431000;01:22:36;01:22:47.180000;00:38:25;00:38:35.699000;00:21:24;00:21:35.684000;00:20:21;00:20:39.976000
02:23:49;02:24:06.605000;01:32:18;01:32:29.292000;00:38:26;00:38:36.806000;00:21:30;00:21:41.801000;00:22:43;00:23:02.166000
02:28:08;02:28:25.779000;01:18:47;01:18:58.403000;00:38:30;00:38:40.913000;00:20:33;00:20:44.918000;00:20:02;00:20:21.356000
02:32:20;02:32:37.954000;01:28:57;01:29:08.515000;00:38:33;00:38:44.020000;00:21:12;00:21:24.035000;00:18:02;00:18:21.545000
02:33:12;02:33:30.128000;01:11:15;01:11:26.627000;00:38:36;00:38:47.127000;00:21:25;00:21:37.151000;00:20:04;00:20:23.735000
02:40:18;02:40:36.302000;01:17:13;01:17:24.739000;00:38:40;00:38:51.234000;00:21:25;00:21:37.268000;00:22:44;00:23:03.925000
02:40:37;02:40:55.477000;01:21:20;01:21:31.851000;00:38:40;00:38:51.341000;00:21:26;00:21:38.385000;00:18:15;00:18:35.115000
02:45:38;02:45:56.651000;01:18:37;01:18:48.962000;00:38:40;00:38:51.448000;00:21:28;00:21:40.502000;00:17:55;00:18:15.304000
02:56:03;02:56:21.825000;01:32:47;01:32:59.074000;00:38:42;00:38:53.555000;00:20:14;00:20:26.619000;00:17:57;00:18:17.494000
02:56:03;02:56:22;01:56:05;01:56:17.186000;00:38:41;00:38:52.662000;00:20:15;00:20:27.736000;00:22:07;00:22:27.684000
02:59:09;02:59:28.174000;01:20:07;01:20:19.298000;00:38:44;00:38:55.769000;00:21:01;00:21:13.853000;00:20:13;00:20:33.874000
03:06:18;03:06:37.348000;01:56:27;01:56:39.410000;00:38:44;00:38:55.876000;00:21:31;00:21:43.969000;00:17:54;00:18:15.064000
03:26:32;03:26:51.523000;01:24:11;01:24:23.521000;00:38:45;00:38:56.983000;00:21:31;00:21:44.086000;00:16:51;00:17:12.253000
03:50:21;03:50:40.697000;02:27:27;02:27:39.633000;00:38:46;00:38:58.090000;00:20:15;00:20:28.203000;00:15:26;00:15:47.443000
02:18:08;02:18:27.871000;02:31:03;02:31:15.745000;00:38:46;00:38:58.197000;00:20:59;00:21:12.320000;00:15:50;00:16:11.633000
02:26:21;02:26:41.045000;01:30:22;01:30:34.857000;00:38:52;00:39:04.304000;00:21:04;00:21:17.437000;00:18:31;00:18:52.823000
02:27:12;02:27:32.220000;01:52:56;01:53:08.969000;00:38:53;00:39:05.411000;00:21:08;00:21:21.554000;00:23:23;00:23:45.012000
02:29:05;02:29:25.394000;01:14:18;01:14:31.080000;00:39:03;00:39:15.518000;00:21:31;00:21:44.670000;00:14:59;00:15:21.202000
02:29:26;02:29:46.568000;01:17:48;01:18:01.192000;00:39:05;00:39:17.625000;00:21:09;00:21:22.787000;00:15:26;00:15:48.392000
02:29:45;02:30:05.743000;01:34:13;01:34:26.304000;00:39:05;00:39:17.732000;00:20:50;00:21:03.904000;00:20:12;00:20:34.582000
02:29:51;02:30:11.917000;01:38:14;01:38:27.416000;00:39:13;00:39:25.839000;00:21:04;00:21:18.021000;00:25:33;00:25:55.771000
02:32:08;02:32:29.091000;01:34:11;01:34:24.528000;00:39:13;00:39:25.946000;00:20:48;00:21:02.138000;00:21:26;00:21:48.961000
02:32:59;02:33:20.266000;01:43:52;01:44:05.639000;00:39:14;00:39:27.053000;00:20:58;00:21:12.255000;00:19:30;00:19:53.151000
02:34:37;02:34:58.440000;01:12:33;01:12:46.751000;00:39:14;00:39:27.160000;00:20:49;00:21:03.371000;00:22:26;00:22:49.341000
02:36:00;02:36:21.614000;02:54:00;02:54:13.863000;00:39:15;00:39:28.267000;00:20:56;00:21:10.488000;00:22:27;00:22:50.530000
02:37:22;02:37:43.789000;01:16:00;01:16:13.975000;00:39:17;00:39:30.373000;00:20:46;00:21:00.605000;00:23:18;00:23:41.720000
02:38:25;02:38:46.963000;01:17:39;01:17:53.087000;00:39:18;00:39:31.480000;00:20:50;00:21:04.722000;00:15:38;00:16:01.910000
02:39:35;02:39:57.137000;01:26:01;01:26:15.198000;00:39:19;00:39:32.587000;00:21:02;00:21:16.839000;00:14:38;00:15:02.100000
02:39:41;02:40:03.311000;01:16:16;01:16:30.310000;00:39:23;00:39:36.694000;00:21:32;00:21:46.956000;00:15:04;00:15:28.289000
02:43:09;02:43:31.486000;01:19:52;01:20:06.422000;00:39:26;00:39:39.801000;00:20:36;00:20:51.072000;00:26:48;00:27:12.479000
02:46:11;02:46:33.660000;01:18:58;01:19:12.534000;00:39:30;00:39:43.908000;00:20:50;00:21:05.189000;00:23:21;00:23:45.669000
02:49:10;02:49:32.834000;01:14:39;01:14:53.646000;00:39:32;00:39:46.015000;00:20:54;00:21:09.306000;00:22:22;00:22:46.859000
02:51:26;02:51:49.009000;01:18:14;01:18:28.757000;00:39:34;00:39:48.122000;00:21:33;00:21:48.423000;00:26:49;00:27:14.049000
02:52:04;02:52:27.183000;02:20:36;02:20:50.869000;00:39:34;00:39:48.229000;00:21:34;00:21:49.540000;00:22:58;00:23:23.238000
02:54:59;02:55:22.357000;01:20:08;01:20:22.981000;00:39:38;00:39:52.336000;00:21:36;00:21:51.657000;00:16:57;00:17:22.428000
02:59:18;02:59:41.532000;01:24:26;01:24:41.093000;00:39:40;00:39:54.443000;00:20:35;00:20:50.774000;00:25:33;00:25:58.618000
03:00:22;03:00:45.706000;01:16:40;01:16:55.205000;00:39:43;00:39:57.550000;00:20:52;00:21:07.890000;00:25:31;00:25:56.808000
03:02:14;03:02:37.880000;01:18:50;01:19:05.316000;00:39:44;00:39:58.657000;00:20:36;00:20:52.007000;00:18:33;00:18:58.997000
03:12:15;03:12:39.055000;01:28:04;01:28:19.428000;00:39:44;00:39:58.764000;00:20:40;00:20:56.124000;00:25:32;00:25:58.187000
03:33:42;03:34:06.229000;01:16:45;01:17:00.540000;00:39:44;00:39:58.871000;00:20:41;00:20:57.241000;00:13:16;00:13:42.377000
02:24:43;02:25:07.403000;01:10:07;01:10:22.652000;00:39:45;00:39:59.978000;00:20:42;00:20:58.358000;00:22:22;00:22:48.567000
02:25:42;02:26:06.577000;01:32:40;01:32:55.764000;00:39:49;00:40:04.085000;00:20:36;00:20:52.475000;00:22:22;00:22:48.756000
02:28:48;02:29:12.752000;01:20:42;01:20:57.875000;00:39:50;00:40:05.192000;00:20:37;00:20:53.591000;00:21:53;00:22:19.946000
02:30:41;02:31:05.926000;02:02:41;02:02:56.987000;00:39:51;00:40:06.299000;00:20:37;00:20:53.708000;00:10:54;00:11:21.136000
02:35:13;02:35:38.100000;01:22:29;01:22:45.099000;00:39:52;00:40:07.406000;00:22:08;00:22:24.825000;00:22:58;00:23:25.326000
02:38:20;02:38:45.275000;01:20:06;01:20:22.211000;00:39:53;00:40:08.513000;00:22:09;00:22:25.942000;00:22:57;00:23:24.515000
02:39:01;02:39:26.449000;01:32:32;01:32:48.323000;00:39:53;00:40:08.620000;00:20:38;00:20:55.059000;00:18:11;00:18:38.705000
02:39:36;02:40:01.623000;01:21:26;01:21:42.434000;00:39:54;00:40:09.727000;00:21:53;00:22:10.176000;00:17:05;00:17:32.895000
02:39:47;02:40:12.798000;01:18:44;01:19:00.546000;00:39:54;00:40:09.834000;00:22:12;00:22:29.292000;00:41:53;00:42:21.085000
02:41:39;02:42:04.972000;01:33:06;01:33:22.658000;00:39:56;00:40:11.941000;00:22:13;00:22:30.409000;00:41:52;00:42:20.274000
02:44:58;02:45:24.146000;01:16:30;01:16:46.770000;00:39:56;00:40:12.048000;00:22:10;00:22:27.526000;00:26:55;00:27:23.464000
02:44:58;02:45:24.321000;01:26:00;01:26:16.882000;00:39:56;00:40:12.155000;00:21:38;00:21:55.643000;00:17:39;00:18:07.654000
02:45:39;02:46:05.495000;01:21:48;01:22:04.993000;00:39:59;00:40:15.262000;00:21:52;00:22:09.760000;00:11:33;00:12:01.844000
02:46:01;02:46:27.669000;01:27:00;01:27:17.105000;00:39:59;00:40:15.369000;00:21:55;00:22:12.877000;00:27:46;00:28:15.034000
02:46:09;02:46:35.843000;01:18:53;01:19:10.217000;00:40:04;00:40:20.476000;00:22:09;00:22:26.994000;00:18:07;00:18:36.223000
02:47:04;02:47:31.018000;02:18:15;02:18:32.329000;00:40:09;00:40:25.583000;00:21:36;00:21:54.110000;00:11:34;00:12:03.413000
02:47:51;02:48:18.192000;01:22:09;01:22:26.441000;00:40:11;00:40:27.690000;00:21:37;00:21:55.227000;00:17:00;00:17:29.603000
02:48:46;02:49:13.366000;01:14:32;01:14:49.552000;00:40:11;00:40:27.797000;00:21:39;00:21:57.344000;00:41:51;00:42:20.793000
02:51:59;02:52:26.541000;01:16:07;01:16:24.664000;00:40:13;00:40:29.904000;00:21:51;00:22:09.461000;00:20:22;00:20:51.982000
02:52:18;02:52:45.715000;01:57:03;01:57:20.776000;00:40:15;00:40:32.011000;00:22:06;00:22:24.578000;00:25:31;00:26:01.172000
02:54:38;02:55:05.889000;02:00:29;02:00:46.888000;00:40:15;00:40:32.118000;00:22:14;00:22:32.695000;00:21:54;00:22:24.362000
02:56:35;02:57:03.064000;01:26:48;01:27:06;00:40:16;00:40:33.225000;00:21:40;00:21:58.811000;00:41:54;00:42:24.552000
03:16:02;03:16:30.238000;01:17:13;01:17:31.111000;00:40:19;00:40:36.332000;00:21:49;00:22:07.928000;00:18:31;00:19:01.741000
03:40:49;03:41:17.412000;01:20:17;01:20:35.223000;00:40:19;00:40:36.439000;00:21:50;00:22:09.045000;00:20:21;00:20:51.931000
02:27:44;02:28:12.587000;01:22:29;01:22:47.335000;00:40:20;00:40:37.546000;00:22:34;00:22:53.162000;00:32:18;00:32:49.121000
02:30:47;02:31:15.761000;02:07:22;02:07:40.447000;00:40:21;00:40:38.653000;00:21:45;00:22:04.279000;00:33:47;00:34:18.311000
02:33:31;02:33:59.935000;01:26:09;01:26:27.559000;00:40:22;00:40:39.760000;00:21:59;00:22:18.396000;00:33:56;00:34:27.500000
02:33:58;02:34:27.109000;01:20:07;01:20:25.670000;00:40:22;00:40:39.867000;00:22:13;00:22:32.512000;00:23:39;00:24:10.690000
02:35:34;02:36:03.284000;01:29:12;01:29:30.782000;00:40:24;00:40:41.974000;00:22:13;00:22:32.629000;00:21:42;00:22:13.880000
02:37:01;02:37:30.458000;01:20:17;01:20:35.894000;00:40:25;00:40:43.081000;00:21:40;00:21:59.746000;00:18:30;00:19:02.070000
02:37:15;02:37:44.632000;01:20:39;01:20:58.006000;00:40:25;00:40:43.188000;00:21:55;00:22:14.863000;00:11:32;00:12:04.259000
02:37:53;02:38:22.807000;01:34:54;01:35:13.117000;00:40:26;00:40:44.295000;00:21:56;00:22:15.980000;00:21:16;00:21:48.449000
02:39:13;02:39:42.981000;01:16:12;01:16:31.229000;00:40:26;00:40:44.402000;00:21:56;00:22:16.097000;00:14:12;00:14:44.639000
02:40:51;02:41:21.155000;01:17:44;01:18:03.341000;00:40:27;00:40:45.509000;00:22:04;00:22:24.214000;00:21:41;00:22:13.829000
02:41:16;02:41:46.330000;01:15:51;01:16:10.453000;00:40:30;00:40:48.616000;00:22:34;00:22:54.330000;00:18:37;00:19:10.019000
02:42:43;02:43:13.504000;01:36:51;01:37:10.565000;00:40:32;00:40:50.723000;00:21:46;00:22:06.447000;00:24:38;00:25:11.208000
02:43:21;02:43:51.678000;01:17:04;01:17:23.676000;00:40:33;00:40:51.830000;00:21:57;00:22:17.564000;00:27:39;00:28:12.398000
02:44:05;02:44:35.853000;01:09:32;01:09:51.788000;00:40:39;00:40:57.937000;00:22:02;00:22:22.681000;00:32:12;00:32:45.588000
02:45:38;02:46:09.027000;01:31:13;01:31:32.900000;00:40:40;00:40:59.044000;00:22:15;00:22:35.798000;00:14:11;00:14:44.778000
02:51:55;02:52:26.201000;01:45:46;01:46:06.012000;00:40:42;00:41:01.151000;00:22:15;00:22:35.915000;00:21:41;00:22:14.967000
02:52:52;02:53:23.375000;01:59:41;02:00:01.124000;00:40:44;00:41:03.258000;00:22:23;00:22:44.031000;00:32:13;00:32:47.157000
02:52:58;02:53:29.550000;01:59:29;01:59:49.235000;00:40:47;00:41:06.365000;00:22:24;00:22:45.148000;00:23:02;00:23:36.347000
02:53:06;02:53:37.724000;01:14:20;01:14:40.347000;00:40:47;00:41:06.472000;00:22:33;00:22:54.265000;00:19:30;00:20:04.537000
02:55:50;02:56:21.898000;01:23:25;01:23:45.459000;00:40:51;00:41:10.579000;00:22:36;00:22:57.382000;00:18:36;00:19:10.726000
03:00:32;03:01:04.073000;01:38:29;01:38:49.571000;00:40:52;00:41:11.686000;00:22:21;00:22:42.499000;00:23:02;00:23:36.916000
